Strain_1,Strain_2,Replicate,N10,N20,r1,r2,a11,a22,a12,a21
253,228,18,719,984,0.33584378946012294,0.30294066091973815,-1.215861492128011e-07,-8.041985244332548e-08,-7.537301718218431e-09,-8.08066020242585e-08
253,228,19,906,629,0.3188543098794122,0.3143462853936172,-8.323029872605124e-08,-9.422034052903697e-08,-7.85583795569586e-08,-7.461682279458165e-08
253,228,20,747,889,0.3464138914829801,0.3116299582416704,-1.1835382049557433e-07,-8.73081713211886e-08,-3.5701938711572763e-09,-7.640625162103684e-08
253,228,21,1060,694,0.33584378946012294,0.3134093943935792,-1.215861492128011e-07,-1.0611792081550998e-07,-7.164350280918964e-08,-8.951509620137055e-08
253,228,22,738,1063,0.3464138914829801,0.307800746010653,-1.1835382049557433e-07,-9.302882552157752e-08,-2.158094689882009e-09,-6.840872013944892e-08
253,228,23,756,972,0.3464138914829801,0.3014433626332109,-1.1835382049557433e-07,-9.875303163252828e-08,-8.816396979251048e-09,-6.131108520868381e-08
253,228,24,968,1081,0.342669658125928,0.29742199363273725,-1.014880168214916e-07,-9.16384463716468e-08,-9.500365784610025e-08,-7.731648990301252e-08
253,228,25,1035,1132,0.3276727900962797,0.3185676516776901,-1.0732679227931971e-07,-9.207407862287155e-08,-4.601375635482845e-08,-8.992066052759099e-08
253,228,26,894,1429,0.33920714513485806,0.30334473231025316,-1.05815601506422e-07,-8.208659976221665e-08,-9.884760171431556e-08,-9.810146442625945e-08
253,228,27,1208,1005,0.31896575391907844,0.3047558202424214,-1.0305072579904689e-07,-7.851238167816126e-08,-5.509400538037415e-08,-8.121947716500446e-08
253,228,28,988,781,0.3304005981726187,0.3098761063241863,-9.83793292761229e-08,-8.351730877790643e-08,-4.163413989022743e-08,-6.593520235310806e-08
253,228,29,529,1173,0.3418262137152288,0.3074189009272781,-1.1078079455059011e-07,-9.555776655741651e-08,-8.867698568670322e-08,-8.932564459300008e-08
253,228,30,940,749,0.34837242873826024,0.307800746010653,-1.1364966921461896e-07,-9.302882552157752e-08,-7.541936074396318e-08,-7.1065796239383e-08
253,228,31,738,802,0.33584378946012294,0.3074189009272781,-1.215861492128011e-07,-9.555776655741651e-08,-3.307905272388468e-09,-5.297313139686719e-08
253,228,32,792,1105,0.33764724741893504,0.307800746010653,-1.0917357419434493e-07,-9.302882552157752e-08,-1.3953217711611411e-08,-6.705247413670489e-08
253,228,33,1166,1287,0.3276727900962797,0.3110927188474891,-1.0732679227931971e-07,-9.159300074147303e-08,-8.314437401263712e-08,-9.318627178094786e-08
253,228,34,759,1316,0.342669658125928,0.30422369161829366,-1.014880168214916e-07,-8.900905003380652e-08,-8.435569349150788e-08,-9.07331347929063e-08
253,228,35,863,948,0.3276727900962797,0.30992835408691655,-1.0732679227931971e-07,-9.580868505164555e-08,-5.107624287321118e-09,-6.227910080987989e-08
253,228,36,846,839,0.32252226359751035,0.3110927188474891,-9.17220982769173e-08,-9.159300074147303e-08,-3.606544816322483e-08,-6.45094305870749e-08
253,228,37,686,797,0.3491346771333157,0.3063908594385628,-1.0235230467852631e-07,-7.764154182004972e-08,-3.289204873142586e-08,-6.764347645323427e-08
253,228,38,797,711,0.33012815300548415,0.3143462853936172,-1.0719516777973034e-07,-9.422034052903697e-08,-1.4471202291963236e-07,-1.3093455100234632e-07
253,228,39,926,718,0.33012815300548415,0.3185676516776901,-1.0719516777973034e-07,-9.207407862287155e-08,-5.23685448890532e-09,-5.9451141167660626e-08
253,228,40,572,924,0.342669658125928,0.31565016607519514,-1.014880168214916e-07,-9.611062505748043e-08,-6.282958079496922e-08,-5.8125062140220944e-08
253,228,41,710,831,0.34229836908625755,0.3098761063241863,-1.0573054651946814e-07,-8.351730877790643e-08,-4.232495722390129e-08,-5.798229562939367e-08
253,228,42,712,1400,0.34976659902569607,0.29504692898683205,-1.0990579868063502e-07,-8.30986386105918e-08,-6.50319713484276e-08,-8.140187827017385e-08
253,228,43,646,1111,0.34551998372937787,0.3036922474483519,-1.1302181864705006e-07,-7.860144309987921e-08,-1.397075137169463e-08,-6.454070445702247e-08
253,228,44,752,1278,0.3241128003609328,0.29807073597699796,-1.0068923735287057e-07,-1.0064592774406868e-07,-6.451402462768733e-08,-7.406456205334058e-08
253,228,45,691,1432,0.33995177227989903,0.3158507837778072,-1.0123059603811032e-07,-9.131486275868882e-08,-7.20926196501249e-08,-8.700834559599103e-08
253,228,46,1022,1309,0.34551998372937787,0.3063514423822379,-1.1302181864705006e-07,-9.932767596399111e-08,-5.138986232705242e-08,-6.960997382774371e-08
253,228,47,694,1273,0.3464138914829801,0.2976099223614297,-1.1835382049557433e-07,-8.805317485525794e-08,-1.2397701613572456e-08,-6.535467179332766e-08
253,228,48,971,1268,0.33584378946012294,0.3185676516776901,-1.215861492128011e-07,-9.207407862287155e-08,-9.947846419143229e-08,-1.1597564213902683e-07
253,228,49,1072,1344,0.3418262137152288,0.307800746010653,-1.1078079455059011e-07,-9.302882552157752e-08,-6.874065688799929e-08,-8.41592404011575e-08
253,232,0,740,4465,0.3407558291995685,0.22232975224934204,-9.210663176878598e-08,-8.184041175928314e-09,-1.8360128919421717e-09,-1.4175852364372017e-09
253,232,1,772,4677,0.3407558291995685,0.22342935632921657,-9.210663176878598e-08,-9.14561833661343e-09,-2.1900853881292894e-09,-1.209342326990625e-09
253,232,2,651,4948,0.34837242873826024,0.22620207849737928,-1.1364966921461896e-07,-8.780171676407416e-09,-1.0124848412824588e-09,-2.077034051852349e-09
253,232,3,748,4854,0.34071798748466486,0.22388612925820484,-9.958083799146861e-08,-8.202662038920958e-09,-1.699227605032455e-09,-1.5815081584817142e-09
253,232,4,641,3973,0.3407558291995685,0.22388612925820484,-9.210663176878598e-08,-8.202662038920958e-09,-1.9867953521435124e-09,-2.5386266966108625e-09
253,232,5,1087,4609,0.3188543098794122,0.22314041322359668,-8.323029872605124e-08,-8.001015253038267e-09,-1.1956794653152556e-09,-1.6484196730906005e-09
253,232,6,848,4610,0.3407558291995685,0.21986326219836594,-9.210663176878598e-08,-7.23634488542226e-09,-1.8877232211169474e-09,-1.2856482557742956e-09
253,232,7,850,4634,0.32897139864549996,0.22232975224934204,-8.795847399494652e-08,-8.184041175928314e-09,-1.4092583183774829e-09,-3.797397055956145e-09
253,232,8,754,4927,0.33615882522292106,0.22311781342273562,-1.0183884292521524e-07,-9.040910021246262e-09,-1.1408553432067725e-09,-1.1179032523152693e-09
253,232,9,708,4427,0.34837242873826024,0.22620207849737928,-1.1364966921461896e-07,-8.780171676407416e-09,-1.9273734871343827e-09,-3.6758689577704876e-09
253,232,10,675,3986,0.32252226359751035,0.22620207849737928,-9.17220982769173e-08,-8.780171676407416e-09,-1.2772952357536526e-09,-1.2815600548256858e-09
253,232,11,1276,4942,0.32457959500748956,0.22620207849737928,-8.961288683807495e-08,-8.780171676407416e-09,-1.3140726952153719e-09,-1.2857562939617238e-09
253,232,12,918,4764,0.3491346771333157,0.22314041322359668,-1.0235230467852631e-07,-8.001015253038267e-09,-1.3452071998300523e-09,-5.1678568153719045e-09
253,232,13,803,4552,0.3447628935726256,0.21997522360498012,-1.0039432297166217e-07,-7.943593723867034e-09,-1.6147452609773426e-09,-1.2617181241041641e-09
253,232,14,703,3527,0.33920714513485806,0.22388612925820484,-1.05815601506422e-07,-8.202662038920958e-09,-1.0181098640495294e-09,-1.1513249710806913e-09
253,232,15,1125,4889,0.32558528385408225,0.22342935632921657,-8.84455703838195e-08,-9.14561833661343e-09,-1.1830549501189315e-09,-1.3463664165975027e-09
253,232,16,577,4005,0.3447628935726256,0.22620207849737928,-1.0039432297166217e-07,-8.780171676407416e-09,-1.4121872825542847e-09,-7.763466344640113e-09
253,232,17,1148,4443,0.32558528385408225,0.22314041322359668,-8.84455703838195e-08,-8.001015253038267e-09,-1.2843111856841686e-09,-2.6603290189933462e-09
253,232,18,1130,4438,0.3224364034085967,0.22314041322359668,-8.601886030303623e-08,-8.001015253038267e-09,-1.3970562662922188e-09,-2.8051684482723204e-09
253,232,19,816,4732,0.34976659902569607,0.22232975224934204,-1.0990579868063502e-07,-8.184041175928314e-09,-1.8641496396459494e-09,-1.7587265142794505e-09
253,232,20,532,3914,0.34832240049526964,0.22620207849737928,-1.0267084752370765e-07,-8.780171676407416e-09,-2.8408762696225595e-09,-3.4793459399646125e-09
253,232,21,843,4955,0.342669658125928,0.2207295890816875,-1.014880168214916e-07,-8.659571247810234e-09,-1.2395019798137095e-09,-2.2797592388332315e-09
253,232,22,1002,4025,0.342669658125928,0.22232975224934204,-1.014880168214916e-07,-8.184041175928314e-09,-1.3440205578306095e-09,-1.9623973664425628e-09
253,232,23,494,4600,0.3537233879742553,0.21997522360498012,-1.0249200299788841e-07,-7.943593723867034e-09,-1.1678308260187636e-09,-2.873672789494129e-09
253,232,24,836,4193,0.32897139864549996,0.21937273510760136,-8.795847399494652e-08,-8.157941848856959e-09,-1.0389232467847065e-09,-1.4101527507864546e-09
253,232,25,944,4341,0.3188543098794122,0.22232975224934204,-8.323029872605124e-08,-8.184041175928314e-09,-2.1713098312835303e-09,-1.1774723474115198e-09
253,232,26,955,4006,0.3407558291995685,0.22232975224934204,-9.210663176878598e-08,-8.184041175928314e-09,-2.1978702830981003e-09,-3.5946191791345327e-09
253,232,27,1059,4912,0.3407558291995685,0.22311781342273562,-9.210663176878598e-08,-9.040910021246262e-09,-2.823950618844392e-09,-1.2764967141961383e-09
253,232,28,969,4806,0.3337810036661426,0.22388612925820484,-1.0256206245554464e-07,-8.202662038920958e-09,-1.6877159523044919e-09,-2.4702148241158926e-09
253,232,29,917,4412,0.32252226359751035,0.22620207849737928,-9.17220982769173e-08,-8.780171676407416e-09,-1.8912476101803344e-09,-5.9761889723447266e-09
253,232,30,670,4672,0.34832240049526964,0.21997522360498012,-1.0267084752370765e-07,-7.943593723867034e-09,-1.6865233224564772e-09,-3.71551630973751e-09
253,232,31,924,4522,0.3224364034085967,0.2207295890816875,-8.601886030303623e-08,-8.659571247810234e-09,-1.0052538742035347e-09,-2.491917490088224e-09
253,232,32,1106,4918,0.3262847768852093,0.22311781342273562,-9.26814993869888e-08,-9.040910021246262e-09,-1.142013194940102e-09,-2.1852791003944885e-09
253,232,33,856,3468,0.337883160193276,0.22311781342273562,-9.921759941397255e-08,-9.040910021246262e-09,-1.4204889013871018e-09,-1.4507707664819668e-09
253,232,34,750,4314,0.34976659902569607,0.2202585836418557,-1.0990579868063502e-07,-7.944817817567401e-09,-1.3857750141481125e-09,-2.3972701569077373e-09
253,232,35,1272,4638,0.3407558291995685,0.22314041322359668,-9.210663176878598e-08,-8.001015253038267e-09,-1.686480278621926e-09,-1.5390764191879899e-09
253,232,36,626,4845,0.3447628935726256,0.2176622630371241,-1.0039432297166217e-07,-6.855585898550002e-09,-1.1213039917269598e-09,-2.132246850889042e-09
253,232,37,1134,3695,0.32897139864549996,0.22388612925820484,-8.795847399494652e-08,-8.202662038920958e-09,-1.4263733977134236e-09,-3.917289242827506e-09
253,232,38,1204,4351,0.3188543098794122,0.22232975224934204,-8.323029872605124e-08,-8.184041175928314e-09,-1.7909894195214575e-09,-1.3838020003195905e-09
253,232,39,690,3898,0.3305857762245734,0.22620207849737928,-1.0607997928951575e-07,-8.780171676407416e-09,-1.370958439669666e-09,-3.128391421547623e-09
253,232,40,934,4514,0.34832240049526964,0.22306462428148455,-1.0267084752370765e-07,-1.0058989254721499e-08,-2.000268982556656e-09,-2.3525027023117948e-09
253,232,41,559,4721,0.3537233879742553,0.2202585836418557,-1.0249200299788841e-07,-7.944817817567401e-09,-2.0218973407000743e-09,-4.7759040413812976e-09
253,232,42,733,3730,0.3537233879742553,0.21793509913790277,-1.0249200299788841e-07,-7.133310590767373e-09,-1.2460279018538857e-09,-1.1446891013598481e-09
253,232,43,863,3761,0.33920714513485806,0.22232975224934204,-1.05815601506422e-07,-8.184041175928314e-09,-1.581881030670381e-09,-1.0855165409689506e-09
253,232,44,1046,4462,0.31742946270010297,0.22314041322359668,-9.173705695872748e-08,-8.001015253038267e-09,-1.4123345039237312e-09,-1.8737678166041718e-09
253,232,45,855,4262,0.34301124316095943,0.22342935632921657,-1.1577774769632885e-07,-9.14561833661343e-09,-1.173046002818298e-09,-1.5592952888985316e-09
253,232,46,908,4321,0.342669658125928,0.22306462428148455,-1.014880168214916e-07,-1.0058989254721499e-08,-2.4688739637576386e-09,-1.0616666940229266e-09
253,232,47,1304,4779,0.3304005981726187,0.22620207849737928,-9.83793292761229e-08,-8.780171676407416e-09,-1.2989590393051971e-09,-2.4039680814410504e-09
253,232,48,1144,3713,0.32252226359751035,0.22388612925820484,-9.17220982769173e-08,-8.202662038920958e-09,-1.3322552404251e-09,-2.2478127135698995e-09
253,232,49,739,4356,0.32457959500748956,0.22232975224934204,-8.961288683807495e-08,-8.184041175928314e-09,-1.9815590283315403e-09,-2.453937508810868e-09
460,0092a,0,32,613,0.40713414100387746,0.362853936318312,-1.1536015761622773e-08,-5.4334497929411294e-08,-6.137380187358907e-08,-2.0102722620507636e-09
460,0092a,1,56,762,0.40647633876622125,0.3542838557565372,-1.3650805009297808e-08,-5.2847610472010095e-08,-6.417109280730881e-08,-1.8801621282788605e-09
460,0092a,2,26,410,0.4039769667116998,0.35712991563564,-1.79210821033653e-08,-5.0214276420377036e-08,-5.554883465083749e-08,-7.201648828124362e-09
460,0092a,3,32,564,0.43820514993601467,0.362853936318312,-3.0260861863481885e-08,-5.4334497929411294e-08,-6.395747005035394e-08,-6.5519866532169075e-09
460,0092a,4,50,320,0.4039769667116998,0.35624779247085525,-1.79210821033653e-08,-5.289483639555071e-08,-6.276730478296171e-08,-1.330450240804353e-08
460,0092a,5,42,620,0.42191750667429073,0.3488609335828826,-1.9259183474342486e-08,-4.62365584449913e-08,-5.475354364050973e-08,-1.944578245812186e-09
460,0092a,6,43,1461,0.4112492367231596,0.3370671402582386,-1.6502625466627557e-08,-5.149845625250081e-08,-6.143684050235097e-08,-9.517291395589075e-09
460,0092a,7,26,460,0.39310444222648566,0.35646220185003774,-1.3488746829375114e-08,-4.4973724251582114e-08,-5.7718845584584125e-08,-6.828636708705933e-08
460,0092a,8,30,980,0.4329399556895599,0.3444688582711454,-2.0366213035302315e-08,-4.5686586970538144e-08,-5.981126885223083e-08,-1.802291301480912e-09
460,0092a,9,85,922,0.40988338571280813,0.35330506969232334,-1.6242689755814376e-08,-4.5946153769040283e-08,-5.8419678797656326e-08,-4.602379772777027e-09
460,0092a,10,65,875,0.4128946093811179,0.362853936318312,-1.6433068719063227e-08,-5.4334497929411294e-08,-5.450148684038424e-08,-1.533198084938404e-09
460,0092a,11,60,929,0.40373485070245907,0.362853936318312,-1.944590823925913e-08,-5.4334497929411294e-08,-4.861132847981162e-08,-2.154012160770358e-09
460,0092a,12,43,1772,0.4126378125373644,0.35248435351247487,-1.8841916480787336e-08,-5.634440529944944e-08,-5.9050782853885596e-08,-3.085876008493316e-09
460,0092a,13,42,632,0.40809718989429355,0.3582579821552073,-1.3615404609749961e-08,-4.903465193747379e-08,-6.363188560477319e-08,-8.96874814076037e-09
460,0092a,14,38,1013,0.40809718989429355,0.3524087869449961,-1.3615404609749961e-08,-4.4429547556346155e-08,-4.408061165159491e-08,-1.894200828019967e-09
460,0092a,15,58,1258,0.40373485070245907,0.34613464747152767,-1.944590823925913e-08,-5.061610050444843e-08,-5.224235452337161e-08,-1.0791824397273022e-08
460,0092a,16,66,1089,0.43567869057023856,0.35325766816747406,-1.666957865739481e-08,-5.285371750180881e-08,-6.733566535731742e-08,-1.2912045058415044e-09
460,0092a,17,140,1234,0.3938723178440674,0.3487249381659122,-1.637307561748895e-08,-4.8989680310697754e-08,-5.959578127155295e-08,-2.473665091968638e-09
460,0092a,18,56,1482,0.4422536355156991,0.3520393888487585,-2.373060310601583e-08,-5.020999183742575e-08,-7.221660348308398e-08,-4.2096681653398526e-08
460,0092a,19,25,786,0.42224912971066486,0.34873216998719403,-1.960526778565273e-08,-4.842412679182993e-08,-7.687639664505241e-08,-9.73908688376038e-08
460,0092a,20,55,1410,0.43820514993601467,0.3370671402582386,-3.0260861863481885e-08,-5.149845625250081e-08,-6.821485253682787e-08,-7.806644696620738e-09
460,0092a,21,49,275,0.40809718989429355,0.35646220185003774,-1.3615404609749961e-08,-4.4973724251582114e-08,-6.348785718583116e-08,-1.061835533407223e-08
460,0092a,22,56,2126,0.40988338571280813,0.3465778867448991,-1.6242689755814376e-08,-5.2771936610379364e-08,-6.113504159607048e-08,-2.6882628769748934e-08
460,0092a,23,116,1819,0.40809718989429355,0.35330506969232334,-1.3615404609749961e-08,-4.5946153769040283e-08,-5.769692112018921e-08,-2.1593582396431093e-08
460,0092a,24,72,1697,0.4329165757680834,0.3465778867448991,-2.061430291046163e-08,-5.2771936610379364e-08,-6.398217386941632e-08,-1.6884532416068216e-09
460,0092a,25,93,1911,0.42224912971066486,0.34093585932521797,-1.960526778565273e-08,-5.054148705648867e-08,-6.94703571163662e-08,-2.3408526869903177e-08
460,0092a,26,46,1657,0.4581490490153062,0.35055671625601503,-1.8750709901827297e-08,-5.7390072279958686e-08,-7.735222054994491e-08,-8.730470465488849e-09
460,0092a,27,52,1454,0.40809718989429355,0.34093585932521797,-1.3615404609749961e-08,-5.054148705648867e-08,-5.107072283934649e-08,-2.1737811291261426e-09
460,0092a,28,53,1548,0.4533749154546052,0.362853936318312,-1.8511512732402116e-08,-5.4334497929411294e-08,-6.582587424447613e-08,-3.993397027655319e-09
460,0092a,29,60,1521,0.43567869057023856,0.35658655351902135,-1.666957865739481e-08,-4.9144638467339614e-08,-6.458900061439231e-08,-4.775231995688971e-09
460,0092a,30,43,893,0.40809718989429355,0.35420089732812177,-1.3615404609749961e-08,-5.065616775084796e-08,-6.52152697030903e-08,-1.3231637425711147e-09
460,0092a,31,44,940,0.44172207347459447,0.34892530624191187,-2.0640575314731393e-08,-4.74760196445315e-08,-7.728746576476497e-08,-3.781941133569218e-08
460,0092a,32,144,690,0.40988338571280813,0.34613464747152767,-1.6242689755814376e-08,-5.061610050444843e-08,-7.311984230737181e-08,-1.8286666367008546e-08
460,0092a,33,106,2159,0.40713414100387746,0.33676255677070377,-1.1536015761622773e-08,-4.841895769856306e-08,-6.340802775954307e-08,-8.452742834757096e-09
460,0092a,34,102,1426,0.4153203745653351,0.34873216998719403,-1.5383367112515586e-08,-4.842412679182993e-08,-6.333352339015593e-08,-1.7377120867221525e-09
460,0092a,35,41,1758,0.4126378125373644,0.35712991563564,-1.8841916480787336e-08,-5.0214276420377036e-08,-4.931878172504864e-08,-1.2691907494552735e-08
460,0092a,36,185,2002,0.38289935773670625,0.362853936318312,-1.2601805760736556e-08,-5.4334497929411294e-08,-5.7679160386032924e-08,-5.620038416390195e-09
460,0092a,37,70,2361,0.4329399556895599,0.35325766816747406,-2.0366213035302315e-08,-5.285371750180881e-08,-6.906624606135213e-08,-3.6309747918677814e-08
460,0092a,38,163,1175,0.3938723178440674,0.3438121490178968,-1.637307561748895e-08,-5.2667363773024957e-08,-6.174107721687842e-08,-1.548907160028754e-08
460,0092a,39,62,1914,0.43567869057023856,0.3468203520065788,-1.666957865739481e-08,-4.5324251309379346e-08,-6.027743948384001e-08,-2.9859252253895677e-09
460,0092a,40,71,244,0.4128946093811179,0.3520393888487585,-1.6433068719063227e-08,-5.020999183742575e-08,-6.609698910394205e-08,-2.5184460102553378e-09
460,0092a,41,168,1391,0.39310444222648566,0.34321256414945434,-1.3488746829375114e-08,-4.8876752765166586e-08,-5.36508046993519e-08,-1.713484462932682e-09
460,0092a,42,29,1105,0.4119449262030973,0.35712991563564,-2.0882901905325487e-08,-5.0214276420377036e-08,-6.064148794111276e-08,-1.3146768819490553e-09
460,0092a,43,173,874,0.40373485070245907,0.34727439412248307,-1.944590823925913e-08,-4.505339187281659e-08,-5.80919775098646e-08,-1.341972490726226e-08
460,0092a,44,90,2495,0.38289935773670625,0.34087075341377626,-1.2601805760736556e-08,-4.70894035087874e-08,-5.701853249360005e-08,-3.629833721369305e-08
460,0092a,45,61,927,0.45220246244198514,0.34087075341377626,-2.914582139612816e-08,-4.70894035087874e-08,-6.552034668003123e-08,-1.4154700119024446e-09
460,0092a,46,99,2735,0.40647633876622125,0.3510334608502136,-1.3650805009297808e-08,-4.992401060500143e-08,-5.509337039691874e-08,-8.082963103408646e-09
460,0092a,47,47,1034,0.43567869057023856,0.34945401742827586,-1.666957865739481e-08,-4.8721299130962354e-08,-5.816140685027055e-08,-1.2207641286133362e-08
460,0092a,48,175,1006,0.3938723178440674,0.3465778867448991,-1.637307561748895e-08,-5.2771936610379364e-08,-5.547086138270367e-08,-1.3158869325525547e-09
460,0092a,49,62,2532,0.43820514993601467,0.3468203520065788,-3.0260861863481885e-08,-4.5324251309379346e-08,-5.8492780239068494e-08,-1.9785665574811634e-08
460,163,0,3831,350,0.3938723178440674,0.38620113946716306,-1.637307561748895e-08,-2.9562462937472937e-08,-1.7340110268977232e-08,-1.8530398596134315e-09
460,163,1,4154,482,0.3938723178440674,0.38824657303153354,-1.637307561748895e-08,-3.3997457988841046e-08,-2.1623060120913722e-08,-2.824325823089683e-09
460,163,2,3910,287,0.40373485070245907,0.3823866295148405,-1.944590823925913e-08,-3.203178557444247e-08,-1.366611277548885e-08,-1.031156013926815e-09
460,163,3,4477,443,0.40373485070245907,0.3824457009127423,-1.944590823925913e-08,-2.9633364041049534e-08,-1.4757648135741537e-08,-1.4992465585533645e-09
460,163,4,3239,386,0.3938723178440674,0.37671460893995623,-1.637307561748895e-08,-3.2844262060777873e-08,-1.8259256809706403e-08,-1.9833428436030128e-09
460,163,5,4405,327,0.3938723178440674,0.38175363334185397,-1.637307561748895e-08,-3.015005754968029e-08,-1.88203237400903e-08,-4.234239086739629e-09
460,163,6,4419,341,0.43820514993601467,0.37948973532202024,-3.0260861863481885e-08,-3.003297070696475e-08,-7.297976477479814e-09,-1.4605645758275142e-09
460,163,7,4599,403,0.4119449262030973,0.38596601253711604,-2.0882901905325487e-08,-3.084455162678244e-08,-1.3778267036929904e-08,-3.2954881802285437e-09
460,163,8,3589,496,0.38289935773670625,0.38824657303153354,-1.2601805760736556e-08,-3.3997457988841046e-08,-2.5168411661824054e-08,-1.164600632492086e-09
460,163,9,4921,363,0.40373485070245907,0.38620113946716306,-1.944590823925913e-08,-2.9562462937472937e-08,-1.0260711165229447e-08,-3.535213986192627e-09
460,163,10,3941,426,0.43820514993601467,0.38824657303153354,-3.0260861863481885e-08,-3.3997457988841046e-08,-3.812741889088004e-09,-1.000537672899551e-09
460,163,11,4907,254,0.43820514993601467,0.38596601253711604,-3.0260861863481885e-08,-3.084455162678244e-08,-6.7996685788619296e-09,-1.0041461735557347e-09
460,163,12,4465,472,0.3938723178440674,0.38436094847304847,-1.637307561748895e-08,-2.8251780228616105e-08,-1.6827988719491308e-08,-1.4779769005999846e-09
460,163,13,3961,370,0.43820514993601467,0.38252020202749404,-3.0260861863481885e-08,-2.875494473363381e-08,-3.8907891419234686e-09,-1.525191897097402e-09
460,163,14,4568,305,0.4119449262030973,0.3823866295148405,-2.0882901905325487e-08,-3.203178557444247e-08,-1.8823105093076956e-08,-2.7329969378774827e-09
460,163,15,4984,288,0.4039769667116998,0.38824657303153354,-1.79210821033653e-08,-3.3997457988841046e-08,-1.5413462646573398e-08,-2.9018369375994656e-09
460,163,16,3909,449,0.4119449262030973,0.3724336195621635,-2.0882901905325487e-08,-3.1297809557858654e-08,-1.3929705198081846e-08,-1.7438606689842595e-09
460,163,17,4116,264,0.40373485070245907,0.38824657303153354,-1.944590823925913e-08,-3.3997457988841046e-08,-8.511077066411554e-09,-1.7421666023911452e-09
460,163,18,4189,463,0.38289935773670625,0.3786722012589865,-1.2601805760736556e-08,-3.349429939013948e-08,-1.7518765995312448e-08,-1.3025035445554326e-09
460,163,19,3289,362,0.4343929699894168,0.3852739619432072,-2.7289801902368512e-08,-3.145675871233831e-08,-7.495308196506845e-09,-1.18578694203948e-09
460,163,20,4263,380,0.4126378125373644,0.386471794993982,-1.8841916480787336e-08,-3.34761877819589e-08,-1.6600883985738192e-08,-3.1735864001304068e-09
460,163,21,4164,251,0.43820514993601467,0.3852739619432072,-3.0260861863481885e-08,-3.145675871233831e-08,-8.15108830994216e-09,-2.7342777431902595e-09
460,163,22,4040,334,0.43820514993601467,0.37490807162403383,-3.0260861863481885e-08,-2.770401978546239e-08,-3.759132670646484e-09,-1.7222336475879633e-09
460,163,23,4645,430,0.4039769667116998,0.3812333030944238,-1.79210821033653e-08,-2.8141829960326664e-08,-1.3304543478239943e-08,-1.0065339561310696e-09
460,163,24,3662,346,0.3938723178440674,0.36942317893042764,-1.637307561748895e-08,-2.8911502346577905e-08,-1.6626938752413918e-08,-2.5820993239042105e-09
460,163,25,3776,329,0.4039769667116998,0.38333735864299956,-1.79210821033653e-08,-2.9394068801378712e-08,-2.1131590382788405e-08,-2.180548838692828e-09
460,163,26,3839,277,0.43820514993601467,0.3773448865724264,-3.0260861863481885e-08,-2.9502106099635952e-08,-9.459372346690873e-09,-1.0183372851522867e-09
460,163,27,3652,412,0.4119449262030973,0.37478688401005855,-2.0882901905325487e-08,-2.6963538091157938e-08,-1.4471413588014105e-08,-1.9824489198936672e-09
460,163,28,4255,372,0.43820514993601467,0.3798390552100631,-3.0260861863481885e-08,-2.721397635406001e-08,-1.1173657202338289e-09,-4.115366068757478e-09
460,163,29,3767,313,0.4343929699894168,0.3852739619432072,-2.7289801902368512e-08,-3.145675871233831e-08,-2.5081043099266986e-09,-1.8517453495864133e-09
460,163,30,4943,306,0.41030650471454877,0.38824657303153354,-1.8146966796702907e-08,-3.3997457988841046e-08,-1.434575414502683e-08,-2.072470787508525e-09
460,163,31,4859,423,0.43820514993601467,0.3748206727633202,-3.0260861863481885e-08,-2.7159520817550555e-08,-1.1151903675058574e-08,-2.432417964312685e-09
460,163,32,4545,417,0.38289935773670625,0.3812333030944238,-1.2601805760736556e-08,-2.8141829960326664e-08,-1.4621331649257582e-08,-1.7100786507637054e-09
460,163,33,3797,262,0.3938723178440674,0.386471794993982,-1.637307561748895e-08,-3.34761877819589e-08,-1.1750916320465254e-08,-2.205854797054133e-09
460,163,34,3008,355,0.43820514993601467,0.38436094847304847,-3.0260861863481885e-08,-2.8251780228616105e-08,-2.8995055424844358e-09,-2.4676020333224555e-09
460,163,35,4351,501,0.40373485070245907,0.3738449727791672,-1.944590823925913e-08,-2.5953790958429898e-08,-1.3187050732792011e-08,-1.8615153426584238e-09
460,163,36,3520,479,0.43820514993601467,0.38175363334185397,-3.0260861863481885e-08,-3.015005754968029e-08,-1.0326056551433008e-08,-1.4508905957331354e-09
460,163,37,3737,340,0.3938723178440674,0.37152138841401294,-1.637307561748895e-08,-2.6452240010998625e-08,-1.8829356336328848e-08,-3.032865070020805e-09
460,163,38,4475,468,0.43820514993601467,0.3737232250666763,-3.0260861863481885e-08,-2.67921744085026e-08,-5.372655744440106e-09,-2.5358197949525277e-09
460,163,39,3048,380,0.38289935773670625,0.3754027778414545,-1.2601805760736556e-08,-2.860142207094455e-08,-1.6337613695312792e-08,-1.075755036792343e-09
460,163,40,3851,304,0.38289935773670625,0.37490807162403383,-1.2601805760736556e-08,-2.770401978546239e-08,-2.190931903535457e-08,-1.7412188715554888e-09
460,163,41,3354,430,0.43820514993601467,0.39378158232800176,-3.0260861863481885e-08,-3.11004072816003e-08,-1.1996563842349395e-09,-3.2957960061502025e-09
460,163,42,3259,358,0.43820514993601467,0.3852739619432072,-3.0260861863481885e-08,-3.145675871233831e-08,-1.321847657611762e-09,-5.218319264136914e-09
460,163,43,3079,418,0.40373485070245907,0.3748206727633202,-1.944590823925913e-08,-2.7159520817550555e-08,-1.1323238109126614e-08,-1.331159658760932e-09
