Strain_1, Replicate, Time, CFU_strain_1
177,34,54,2942335.9954393837
177,34,68,2942414.4754023645
177,35,0,2070.0
177,35,6,13254.570884554081
177,35,18,472071.3457508003
177,35,24,1722286.5426854186
177,35,30,2924620.390581499
177,35,42,3343730.1660703425
177,35,48,3353744.2789470474
177,35,54,3355497.2503292584
177,35,68,3355479.8328715917
177,36,0,1890.0
177,36,6,13120.224516313476
177,36,18,532145.2665999716
177,36,24,1856732.3101782755
177,36,30,2884010.9857410984
177,36,42,3171429.3986808863
177,36,48,3177064.11237746
177,36,54,3177481.032889938
177,36,68,3177742.8895046976
177,37,0,2010.0
177,37,6,12783.37181532301
177,37,18,442244.92132052453
177,37,24,1539761.9607807512
177,37,30,2514990.461066642
177,37,42,2839926.8081805077
177,37,48,2847706.337321395
177,37,54,2849270.5253978013
177,37,68,2848918.039156505
177,38,0,2190.0
177,38,6,14042.917160114088
177,38,18,487457.8757802793
177,38,24,1646691.52323593
177,38,30,2607499.6225412027
177,38,42,2911210.6782999784
177,38,48,2918292.66206614
177,38,54,2919753.6626231684
177,38,68,2919373.142671305
177,39,0,2060.0
177,39,6,13380.178866212915
177,39,18,484398.70875117305
177,39,24,1720925.7790008488
177,39,30,2823875.781622108
177,39,42,3184032.9397277897
177,39,48,3192274.0542033785
177,39,54,3193674.851000682
177,39,68,3193615.2895765775
177,40,0,1890.0
177,40,6,12974.583141670086
177,40,18,511450.0869721132
177,40,24,1745735.7979778273
177,40,30,2682647.419860891
177,40,42,2944435.670437258
177,40,48,2949643.2096964093
177,40,54,2950066.2240784834
177,40,68,2950314.4963501934
177,41,0,2170.0
177,41,6,15179.200159043503
177,41,18,599712.2202578977
177,41,24,1892346.406397197
177,41,30,2727052.6900801808
177,41,42,2936694.710785704
177,41,48,2940606.607547383
177,41,54,2940824.575395041
177,41,68,2940947.769369134
177,42,0,2050.0
177,42,6,13333.391231546258
177,42,18,481407.67134459165
177,42,24,1686315.577220116
177,42,30,2730508.0457278267
177,42,42,3064742.99173734
177,42,48,3072330.774307786
177,42,54,3073666.6186656626
177,42,68,3073511.0737554734
177,43,0,1950.0
177,43,6,11946.438116449412
177,43,18,399349.20214238286
177,43,24,1529928.5177416098
177,43,30,2830943.5414999686
177,43,42,3373458.7643757085
177,43,48,3388144.6377975876
177,43,54,3390890.78250824
177,43,68,3390882.4165689712
177,44,0,1890.0
177,44,6,13114.79771404275
177,44,18,534324.6233165594
177,44,24,1891141.6530037047
177,44,30,2971262.8375901706
177,44,42,3278302.398811363
177,44,48,3284363.9954641066
177,44,54,3284846.7684318195
177,44,68,3285094.9388343915
177,45,0,1970.0
177,45,6,13133.846844309352
177,45,18,495878.9085564412
177,45,24,1737269.0591185403
177,45,30,2771245.1234593987
177,45,42,3085868.920594202
177,45,48,3092610.2531019887
177,45,54,3093475.096722199
177,45,68,3093642.811613892
177,46,0,1910.0
177,46,6,12914.175367893808
177,46,18,503893.31528139656
177,46,24,1802090.9416233506
177,46,30,2899928.0456010043
177,46,42,3232344.2631391115
177,46,48,3239299.7703706184
177,46,54,3239956.721393997
177,46,68,3240311.806397928
177,47,0,2010.0
177,47,6,13670.97378699588
177,47,18,528329.14901452
177,47,24,1789176.4959036643
177,47,30,2746672.2873179084
177,47,42,3016794.711605418
177,47,48,3022263.2168361247
177,47,54,3022819.0884411074
177,47,68,3022993.7880059252
177,48,0,1890.0
177,48,6,11354.335232274785
177,48,18,364651.99056547676
177,48,24,1376808.5536015357
177,48,30,2547221.870072864
177,48,42,3048321.6492054253
177,48,48,3062370.4405629425
177,48,54,3065037.159455607
177,48,68,3064995.3022911395
177,49,0,2210.0
177,49,6,14412.452159097813
177,49,18,518456.6493170364
177,49,24,1775325.7533512805
177,49,30,2815214.7572784917
177,49,42,3137669.23878278
177,49,48,3144894.278987753
177,49,54,3146224.549991529
177,49,68,3145916.6434409474
