Strain_1, Replicate, Time, CFU_strain_1
0092a,48,0,4720.0
0092a,48,6,38452.02027693254
0092a,48,18,1823040.427070696
0092a,48,24,4749663.397011457
0092a,48,30,5903212.257716595
0092a,48,42,6104855.412878803
0092a,48,48,6108133.389452631
0092a,48,54,6109323.177920074
0092a,48,68,6107987.160613983
0092a,49,0,4660.0
0092a,49,6,37586.36357729344
0092a,49,18,1845427.0469390817
0092a,49,24,5306391.722447994
0092a,49,30,6898925.338135838
0092a,49,42,7196387.36534227
0092a,49,48,7201088.0419334425
0092a,49,54,7202712.626946578
0092a,49,68,7201173.06694827
232,0,0,3690.0
232,0,6,13694.90194973841
232,0,18,187582.93490228467
232,0,24,683985.7682888019
232,0,30,2382515.6057985798
232,0,42,15776443.290996984
232,0,48,23226185.572497018
232,0,54,26612412.327816084
232,0,68,28043689.55117157
232,1,0,4400.0
232,1,6,15865.475142085794
232,1,18,205112.34093085717
232,1,24,726883.8545127567
232,1,30,2467506.9656561813
232,1,42,16220950.058035795
232,1,48,24372231.292480156
232,1,54,28320802.820404384
232,1,68,30093655.164348274
232,2,0,3770.0
232,2,6,14054.528881433454
232,2,18,194148.72370520982
232,2,24,710006.6930520326
232,2,30,2470270.706696249
232,2,42,15729231.02231878
232,2,48,22593435.81842223
232,2,54,25585894.15825246
232,2,68,26825804.62003558
232,3,0,4050.0
232,3,6,15368.141579879415
232,3,18,219780.70561564848
232,3,24,815824.6424937253
232,3,30,2857579.410519895
232,3,42,17091216.952355266
232,3,48,23518612.966620844
232,3,54,26101668.25051658
232,3,68,27116081.67717381
232,4,0,3840.0
232,4,6,13884.569873865088
232,4,18,180481.82233057742
232,4,24,641150.8204343701
232,4,30,2179618.290981494
232,4,42,14222275.132467415
232,4,48,21224989.600749522
232,4,54,24572366.016065802
232,4,68,26061284.46888346
232,5,0,3690.0
232,5,6,13421.741729698373
232,5,18,176770.77226845204
232,5,24,634055.2915282592
232,5,30,2195268.9763347236
232,5,42,16000963.913838778
232,5,48,25473693.819412295
232,5,54,30425558.656508755
232,5,68,32711554.28258409
232,6,0,3660.0
232,6,6,13310.43621926103
232,6,18,175114.2815242163
232,6,24,626536.9946777588
232,6,30,2151428.2488742685
232,6,42,14625999.95902297
232,6,48,22254304.659285035
232,6,54,25980339.372416645
232,6,68,27647745.52101588
232,7,0,4400.0
232,7,6,16852.241453429837
232,7,18,245339.4749473103
232,7,24,916705.6977317865
232,7,30,3208212.9277883302
232,7,42,18068524.185605332
232,7,48,24090633.246789884
232,7,54,26381590.58707095
232,7,68,27252274.377332747
232,8,0,3870.0
232,8,6,14511.970684799357
232,8,18,202889.75348141722
232,8,24,746990.4564482558
232,8,30,2621174.5073566874
232,8,42,17142156.33372028
232,8,48,24858478.6413392
232,8,54,28248619.073414065
232,8,68,29645364.993563335
232,9,0,4400.0
232,9,6,16174.123615524688
232,9,18,216633.74928213967
232,9,24,774718.396261439
232,9,30,2587496.7066481463
232,9,42,13536624.104504783
232,9,48,17943620.495509222
232,9,54,19682729.863167513
232,9,68,20380400.53989342
232,10,0,3840.0
232,10,6,14013.219673733021
232,10,18,185650.4408243889
232,10,24,666660.3095032596
232,10,30,2298217.220111548
232,10,42,15748716.606864028
232,10,48,24004741.46765934
232,10,54,28032490.492561914
232,10,68,29825657.009369258
232,11,0,4240.0
232,11,6,15355.476091675107
232,11,18,200264.77026842325
232,11,24,712785.5868365902
232,11,30,2429280.576182303
232,11,42,15997318.199211027
232,11,48,23968861.743681487
232,11,54,27794225.051774077
232,11,68,29497413.317417428
232,12,0,4400.0
232,12,6,16173.476074695958
232,12,18,216593.1933507136
232,12,24,774383.0357510031
232,12,30,2584531.4830676857
232,12,42,13465160.695057278
232,12,48,17819631.268291738
232,12,54,19534101.905514985
232,12,68,20221280.07391727
232,13,0,4290.0
232,13,6,15674.988259190022
232,13,18,207733.2918818419
232,13,24,741856.6880480135
232,13,30,2502358.982416002
232,13,42,14428289.760466618
232,13,48,20025723.853362765
232,13,54,22401469.82223412
232,13,68,23390469.045008685
232,14,0,3870.0
232,14,6,14426.15987939435
232,14,18,198840.40716794148
232,14,24,722402.8781642076
232,14,30,2458299.434078783
232,14,42,13419299.327922847
232,14,48,17951303.020106208
232,14,54,19735803.289959177
232,14,68,20440799.783119075
232,15,0,3790.0
232,15,6,14012.486509950142
232,15,18,190316.0010401007
232,15,24,689552.2597181208
232,15,30,2372559.22788147
232,15,42,14661662.590816595
232,15,48,20870178.224265493
232,15,54,23568626.85272695
232,15,68,24691223.139236856
232,16,0,3910.0
232,16,6,14934.599613019585
232,16,18,216261.68907018384
232,16,24,806224.7777040686
232,16,30,2818975.127310436
232,16,42,16027611.604330793
232,16,48,21487802.258949805
232,16,54,23587561.24269503
232,16,68,24391126.343814306
232,17,0,3840.0
232,17,6,14239.15722924707
232,17,18,194554.27743314288
232,17,24,707158.8049667128
232,17,30,2441826.281322005
232,17,42,15205989.544980586
232,17,48,21681675.016127232
232,17,54,24493470.469074305
232,17,68,25660025.499305412
232,18,0,3660.0
232,18,6,13497.211407189327
232,18,18,182299.05628288898
232,18,24,657933.1487827132
232,18,30,2248156.4542202116
232,18,42,13425584.22612213
232,18,48,18825822.148435306
232,18,54,21128953.91055609
232,18,68,22080825.069993943
232,19,0,4170.0
232,19,6,15156.310185762275
232,19,18,199028.91206850365
232,19,24,710181.6638376142
232,19,30,2419811.839314405
232,19,42,15521691.004990973
232,19,48,22839312.66258543
232,19,54,26244240.510294814
232,19,68,27731183.31383698
232,20,0,3790.0
232,20,6,14085.195601553818
232,20,18,193247.13926946308
232,20,24,703196.195788797
232,20,30,2423911.42283375
232,20,42,14694392.236462157
232,20,48,20641587.07771323
232,20,54,23162509.911806583
232,20,68,24194152.68287399
232,21,0,4240.0
232,21,6,16167.39162096446
232,21,18,233409.10414400074
232,21,24,869843.4618815107
232,21,30,3050930.1501952894
232,21,42,17892393.30847985
232,21,48,24330744.260648705
232,21,54,26861374.387930557
232,21,68,27841161.828778792
232,22,0,4070.0
232,22,6,15018.54539591721
232,22,18,203405.4687952917
232,22,24,738023.4973452764
232,22,30,2564178.488987937
232,22,42,17313514.470878255
232,22,48,25900076.116782717
232,22,54,29920271.586195733
232,22,68,31656736.4674939
232,23,0,3840.0
232,23,6,14488.48054493928
232,23,18,204925.6684424221
232,23,24,757319.7357445927
232,23,30,2650327.825008315
232,23,42,16316895.428110857
232,23,48,22845763.604330122
232,23,54,25552121.53076854
232,23,68,26636069.310908444
232,24,0,3690.0
232,24,6,13765.151566367247
232,24,18,190335.23533572975
232,24,24,695793.6571016685
232,24,30,2413697.562135036
232,24,42,14970605.212541811
232,24,48,21208992.524033196
232,24,54,23874031.329231024
232,24,68,24965955.911003254
232,25,0,3970.0
232,25,6,14307.96545053937
232,25,18,184805.58675213606
232,25,24,654719.4597241872
232,25,30,2222897.967135553
232,25,42,14681691.513809543
232,25,48,22130763.18512661
232,25,54,25758569.131860316
232,25,68,27392820.95200773
232,26,0,4050.0
232,26,6,14084.505557562523
232,26,18,169443.14538355652
232,26,24,580322.1329052269
232,26,30,1916710.2440965855
232,26,42,12981528.334750686
232,26,48,20578245.062090717
232,26,54,24744360.979111876
232,26,68,26812002.204205003
232,27,0,3570.0
232,27,6,13199.193230468181
232,27,18,179582.96727036114
232,27,24,654218.8898446693
232,27,30,2293723.3467394016
232,27,42,16484563.610388022
232,27,48,25579530.63818074
232,27,54,30064679.21945781
232,27,68,32038815.139680102
232,28,0,3670.0
232,28,6,13141.142088876692
232,28,18,167717.06666284805
232,28,24,592276.3204394868
232,28,30,2021081.7750583661
232,28,42,14607738.410654705
232,28,48,23500286.89423743
232,28,54,28317205.218864173
232,28,68,30620204.200371247
232,29,0,4170.0
232,29,6,15601.558493157972
232,29,18,216957.82834937493
232,29,24,794914.0379998485
232,29,30,2758610.4594215755
232,29,42,16843234.558227114
232,29,48,23629288.93932706
232,29,54,26478340.415365838
232,29,68,27632875.978016477
232,30,0,3840.0
232,30,6,13976.649612086972
232,30,18,184060.77002798702
232,30,24,657712.0237887058
232,30,30,2244112.570908079
232,30,42,14412344.385170665
232,30,48,21196704.238284513
232,30,54,24346050.69122541
232,30,68,25718063.004203197
232,31,0,3840.0
232,31,6,13678.155641367264
232,31,18,172570.40213632514
232,31,24,604343.0920752623
232,31,30,2030421.680374812
232,31,42,13363911.270936903
232,31,48,20315714.369344566
232,31,54,23792054.222933892
232,31,68,25396729.049081262
232,32,0,3880.0
232,32,6,14218.59023101483
232,32,18,189671.83829018148
232,32,24,680738.743039181
232,32,30,2318327.181551406
232,32,42,14051529.75552367
232,32,48,19938136.908671465
232,32,54,22510470.836488906
232,32,68,23592073.629186306
232,33,0,3900.0
232,33,6,14638.178778951336
232,33,18,204833.5321484739
232,33,24,752443.7797465591
232,33,30,2613501.1416762993
232,33,42,15742515.535159286
232,33,48,21894463.756067976
232,33,54,24436195.723318655
232,33,68,25455620.904875986
232,34,0,4150.0
232,34,6,15127.873721411968
232,34,18,199882.57142708072
232,34,24,715935.0430894262
232,34,30,2453264.1962825153
232,34,42,16129764.36924622
232,34,48,24009626.296657927
232,34,54,27725114.039098535
232,34,68,29356273.350861106
232,35,0,3770.0
232,35,6,13301.054856142131
232,35,18,164741.70401295956
232,35,24,572683.016236019
232,35,30,1920716.3819953445
232,35,42,13340361.562236749
232,35,48,21197236.429931704
232,35,54,25448398.6190172
232,35,68,27513898.10470987
232,36,0,4070.0
232,36,6,15042.940049117755
232,36,18,204350.35189326858
232,36,24,742088.3067130812
232,36,30,2575393.4553334345
232,36,42,17037717.844815705
232,36,48,25155820.481481396
232,36,54,28876852.445100393
232,36,68,30466176.322540298
232,37,0,3840.0
232,37,6,14913.607553873551
232,37,18,223300.31799940788
232,37,24,846340.7593489763
232,37,30,3004344.0486551207
232,37,42,17161470.20379794
232,37,48,22823545.355531517
232,37,54,24937062.37366292
232,37,68,25725824.307229836
232,38,0,4110.0
232,38,6,15403.328894050068
232,38,18,214946.68433258717
232,38,24,789022.0760366346
232,38,30,2744053.7207927997
232,38,42,16837330.31001613
232,38,48,23648724.175533265
232,38,54,26507441.446634054
232,38,68,27664433.81148328
232,39,0,3790.0
232,39,6,13782.207366431812
232,39,18,181099.5246381875
232,39,24,645756.3926855284
232,39,30,2192369.8703140602
232,39,42,13635371.619874083
232,39,48,19721587.664304152
232,39,54,22480847.10519317
232,39,68,23670088.185000546
232,40,0,3950.0
232,40,6,14564.198672777904
232,40,18,196305.65693166066
232,40,24,704590.1410509748
232,40,30,2364529.806449796
232,40,42,12537977.390781362
232,40,48,16681281.903548604
232,40,54,18319466.780247796
232,40,68,18975076.512409773
232,41,0,3820.0
232,41,6,14283.45339399559
232,41,18,198601.8508165806
232,41,24,729716.5071876838
232,41,30,2561158.20251393
232,41,42,17114116.49082533
232,41,48,25169068.70961202
232,41,54,28790761.788872693
232,41,68,30305031.93340925
232,42,0,4010.0
232,42,6,14530.46131996603
232,42,18,189493.99996458588
232,42,24,672428.7549811684
232,42,30,2265615.2751474436
232,42,42,13625697.280309407
232,42,48,19419905.886370976
232,42,54,22000325.109147225
232,42,68,23107340.04497905
232,43,0,3880.0
232,43,6,14582.317319228412
232,43,18,204590.34727326265
232,43,24,752520.9461726928
232,43,30,2616696.439661692
232,43,42,15760061.937285846
232,43,48,21897934.317655865
232,43,54,24426559.195613544
232,43,68,25438342.199071642
232,44,0,4210.0
232,44,6,15224.481600500387
232,44,18,197860.37270108587
232,44,24,701973.342952828
232,44,30,2375124.397602724
232,44,42,14925736.592214487
232,44,48,21805135.532044604
232,44,54,24990527.206150517
232,44,68,26384966.68675125
232,45,0,3900.0
232,45,6,14868.683736279174
232,45,18,214536.1532723321
232,45,24,798696.0886870433
232,45,30,2792603.2494861106
232,45,42,16046475.027598847
232,45,48,21632918.83470418
232,45,54,23802605.699302398
232,45,68,24637875.96624343
232,46,0,3690.0
232,46,6,13361.724751016724
232,46,18,174111.3497999679
232,46,24,618501.8922584042
232,46,30,2094905.0665204152
232,46,42,13156424.11125209
232,46,48,19193109.811181426
232,46,54,21978260.94506864
232,46,68,23193788.340206187
232,47,0,3930.0
232,47,6,14319.5359057146
232,47,18,189027.5461328706
232,47,24,676691.6964965401
232,47,30,2317105.232150664
232,47,42,15192934.356869593
232,47,48,22588129.099151466
232,47,54,26071069.915875614
232,47,68,27599463.52533959
232,48,0,3870.0
232,48,6,14748.920715255113
232,48,18,212494.81176156242
232,48,24,788933.155986611
232,48,30,2735144.119606239
232,48,42,14902045.064461585
232,48,48,19664499.9426363
232,48,54,21459869.683985274
232,48,68,22142209.85826075
232,49,0,4270.0
232,49,6,15144.86774778126
232,49,18,189369.08355619607
232,49,24,659595.7119891858
232,49,30,2198815.363849822
232,49,42,14006246.639255026
232,49,48,20958880.084025398
232,49,54,24369769.536242243
232,49,68,25935912.06721741
460,0,0,150.0
460,0,6,1785.6868112017555
460,0,18,250777.16825019888
460,0,24,2694000.7660189164
460,0,30,14796386.483012486
460,0,42,25004732.31776395
460,0,48,25112498.211598847
460,0,54,25121957.604742914
460,0,68,25124790.137437392
460,1,0,150.0
460,1,6,1758.1574981720764
460,1,18,239225.15289765754
460,1,24,2519884.431613653
460,1,30,13469097.84567313
460,1,42,22497982.195378106
460,1,48,22602294.488230404
460,1,54,22611270.224571064
460,1,68,22603949.61492681
460,2,0,150.0
460,2,6,2047.3779481090357
460,2,18,376056.36496269214
460,2,24,4341705.649747526
460,2,30,19126154.960564047
460,2,42,26086491.412632514
460,2,48,26134139.533989415
460,2,54,26139882.26418677
460,2,68,26123117.759029116
460,3,0,150.0
460,3,6,1735.0351294418283
460,3,18,230590.23737838116
460,3,24,2467733.3164733807
460,3,30,15280143.64840288
460,3,42,29761335.50967675
460,3,48,29952685.80137293
460,3,54,29969893.53306693
460,3,68,29971310.223281693
460,4,0,150.0
460,4,6,1718.2434676770267
460,4,18,224002.8373187905
460,4,24,2379785.4044397855
460,4,30,14868181.445346452
460,4,42,29553540.12424022
460,4,48,29754657.28871045
460,4,54,29772924.507439405
460,4,68,29775094.515267313
460,5,0,150.0
460,5,6,2129.7511207825182
460,5,18,419820.53298270993
460,5,24,4596369.5776142
460,5,30,15348974.599460743
460,5,42,18617619.821985528
460,5,48,18634541.17190109
460,5,54,18638521.30169292
460,5,68,18631341.029452678
460,6,0,150.0
460,6,6,1775.5085887929777
460,6,18,245899.85900546116
460,6,24,2566168.387544743
460,6,30,12615501.24547933
460,6,42,19645863.655716997
460,6,48,19719992.5768664
460,6,54,19726021.62294011
460,6,68,19724450.892641854
460,7,0,150.0
460,7,6,1690.1760914351069
460,7,18,212626.9370548376
460,7,24,2169107.497974013
460,7,30,11805946.556615535
460,7,42,20638607.197225925
460,7,48,20750048.325211734
460,7,54,20759788.897284783
460,7,68,20760784.925488826
460,8,0,150.0
460,8,6,1593.1021814248406
460,8,18,178552.24798209945
460,8,24,1770347.3424105684
460,8,30,11028076.490142012
460,8,42,23806923.24673055
460,8,48,24034775.37735688
460,8,54,24055351.404569548
460,8,68,24052924.9434702
460,9,0,150.0
460,9,6,2409.21737971573
460,9,18,604190.3569238232
460,9,24,6817265.796516459
460,9,30,18895689.73330863
460,9,42,21392415.149167143
460,9,48,21404038.186197016
460,9,54,21400693.889764987
460,9,68,21401264.885951
460,10,0,150.0
460,10,6,2433.762300278395
460,10,18,619928.1612760997
460,10,24,6712989.743111731
460,10,30,16983655.364973806
460,10,42,18861706.35868158
460,10,48,18869870.172535464
460,10,54,18867323.053309657
460,10,68,18869427.51591612
460,11,0,110.0
460,11,6,1556.9001485337562
460,11,18,307464.35614629486
460,11,24,3660127.6838429025
460,11,30,15954688.721783478
460,11,42,21363504.34301431
460,11,48,21395711.05292014
460,11,54,21397607.86302479
460,11,68,21398415.350464422
460,12,0,110.0
460,12,6,1382.3814751841696
460,12,18,216313.31026873048
460,12,24,2439845.557451027
460,12,30,13410451.927390153
460,12,42,21820200.033916235
460,12,48,21901942.910225574
460,12,54,21909156.55193257
460,12,68,21897160.84410708
460,13,0,110.0
460,13,6,1614.1580689180746
460,13,18,342005.43889388704
460,13,24,4110498.2104127416
460,13,30,16484859.89551393
460,13,42,21092383.92202521
460,13,48,21119651.555713262
460,13,54,21120525.643297095
460,13,68,21118798.794103313
460,14,0,110.0
460,14,6,1385.134324890769
460,14,18,217556.04929661626
460,14,24,2452381.7598436256
460,14,30,13321601.329739483
460,14,42,21454952.699335527
460,14,48,21532449.61772821
460,14,54,21539364.500482608
460,14,68,21524312.00378158
460,15,0,110.0
460,15,6,1664.3611074544492
460,15,18,374241.4515315343
460,15,24,4518074.466193454
460,15,30,16808849.445655372
460,15,42,20784504.032130387
460,15,48,20804983.419963904
460,15,54,20809505.13629328
460,15,68,20790521.60495549
460,16,0,150.0
460,16,6,1725.0523298946773
460,16,18,226924.30356494765
460,16,24,2445456.891389135
460,16,30,16295543.033911807
460,16,42,34988200.841835864
460,16,48,35261221.53565597
460,16,54,35286037.52026651
460,16,68,35291248.45966952
460,17,0,110.0
460,17,6,1695.9513657417913
460,17,18,395477.3411129174
460,17,24,4779328.8705925215
460,17,30,16959420.02106516
460,17,42,20575340.31603229
460,17,48,20590775.118613757
460,17,54,20595442.287108913
460,17,68,20587430.574628294
460,18,0,110.0
460,18,6,1286.0774938659824
460,18,18,174758.5690936122
460,18,24,1903106.2425493714
460,18,30,12328953.968105277
460,18,42,25046048.680107225
460,18,48,25215485.096681338
460,18,54,25230605.41881946
460,18,68,25234078.55644948
460,19,0,150.0
460,19,6,2031.5419471469784
460,19,18,364294.6554934763
460,19,24,3835652.977971117
460,19,30,12925026.245847492
460,19,42,15898742.48563223
460,19,48,15917395.21156996
460,19,54,15920834.945878558
460,19,68,15907999.601334164
460,20,0,150.0
460,20,6,2530.295691822789
460,20,18,699461.2964985745
460,20,24,8103771.324190593
460,20,30,21681056.766389254
460,20,42,24226213.588956658
460,20,48,24236963.043233775
460,20,54,24242608.861708187
460,20,68,24217371.008913755
460,21,0,150.0
460,21,6,2655.61461038583
460,21,18,799290.7971367511
460,21,24,8494294.285553873
460,21,30,18557593.84535339
460,21,42,19964813.848160066
460,21,48,19971196.0695899
460,21,54,19968484.882834442
460,21,68,19957892.764204368
460,22,0,150.0
460,22,6,2391.085357509534
460,22,18,594557.8789484419
460,22,24,7166230.634026732
460,22,30,23294531.737853944
460,22,42,27396738.796
460,22,48,27416776.542696428
460,22,54,27417828.12797798
460,22,68,27409293.8727618
460,23,0,110.0
460,23,6,1718.319158893753
460,23,18,412293.1396456447
460,23,24,5170830.638075474
460,23,30,19737686.24074678
460,23,42,24408382.837659832
460,23,48,24429482.524749853
460,23,54,24430186.948107056
460,23,68,24428971.87701593
460,24,0,150.0
460,24,6,2251.521774882856
460,24,18,491470.0559176501
460,24,24,5116050.672533483
460,24,30,13691010.813193368
460,24,42,15531712.009049308
460,24,48,15539503.944308497
460,24,54,15542987.848930307
460,24,68,15538474.978408486
460,25,0,150.0
460,25,6,1491.6623673821023
460,25,18,146917.45415762803
460,25,24,1400221.7823270601
460,25,30,9876895.663787983
460,25,42,29764545.295928307
460,25,48,30324171.803554703
460,25,54,30380068.200972617
460,25,68,30381765.143725734
460,26,0,90.0
460,26,6,1344.0037534719686
460,26,18,295791.213167757
460,26,24,3733524.924185264
460,26,30,16808736.760765
460,26,42,22395405.981845465
460,26,48,22423272.86080878
460,26,54,22427258.62938509
460,26,68,22416708.78827997
460,27,0,90.0
460,27,6,1365.9987841006737
460,27,18,310286.55723976885
460,27,24,3930019.6475262763
460,27,30,16945160.999312736
460,27,42,22059145.514390953
460,27,48,22083120.301148564
460,27,54,22086999.55219483
460,27,68,22074969.778925415
460,28,0,90.0
460,28,6,1208.4167432987779
460,28,18,215710.6648813468
460,28,24,2571000.2339261966
460,28,30,13810634.04151798
460,28,42,21194510.187052924
460,28,48,21254173.6803473
460,28,54,21259789.250587724
460,28,68,21249756.36439831
460,29,0,110.0
460,29,6,1241.293857337892
460,29,18,157133.70017340354
460,29,24,1655099.4609073182
460,29,30,10655248.87733052
460,29,42,22349736.756726127
460,29,48,22522033.31415188
460,29,54,22537819.557931785
460,29,68,22541258.45216257
460,30,0,90.0
460,30,6,1208.2463687916766
460,30,18,215594.16374180443
460,30,24,2565939.6072892677
460,30,30,13698151.01502917
460,30,42,20940623.13188474
460,30,48,20997435.141342323
460,30,54,21003069.359856836
460,30,68,20984241.904646877
460,31,0,150.0
460,31,6,2612.629688191352
460,31,18,767560.5738219478
460,31,24,8788531.682477321
460,31,30,21893145.864243064
460,31,42,24069943.69487208
460,31,48,24078503.712610427
460,31,54,24087004.84940396
460,31,68,24067196.170424625
460,32,0,90.0
460,32,6,1366.1795624075437
460,32,18,310828.3487893259
460,32,24,4001478.9328512955
460,32,30,18326491.498507608
460,32,42,24453923.673050404
460,32,48,24487284.382086836
460,32,54,24487662.44960661
460,32,68,24488984.70519025
460,33,0,90.0
460,33,6,1197.8323050731888
460,33,18,210595.65453405882
460,33,24,2556755.39444046
460,33,30,15759337.75123988
460,33,42,26942954.25830244
460,33,48,27044275.63080609
460,33,54,27051545.907001477
460,33,68,27050289.90589819
460,34,0,80.0
460,34,6,1230.2365252450277
460,34,18,287443.25880350725
460,34,24,3771018.172978335
460,34,30,17743156.847097237
460,34,42,23845464.946317866
460,34,48,23878909.57525555
460,34,54,23884049.107654687
460,34,68,23873455.931072287
460,35,0,80.0
460,35,6,1228.2976366520604
460,35,18,286372.5632623755
460,35,24,3798779.8708728477
460,35,30,18830080.069684535
460,35,42,25926075.184087276
460,35,48,25968545.764402416
460,35,54,25973866.98229599
460,35,68,25952175.026037663
460,36,0,90.0
460,36,6,1555.112292251346
460,36,18,454000.5441988999
460,36,24,5755476.673064068
460,36,30,17698467.234563943
460,36,42,20265058.23911416
460,36,48,20276361.088067304
460,36,54,20276239.089336775
460,36,68,20268345.159499418
460,37,0,150.0
460,37,6,2680.270820437522
460,37,18,827368.0252711932
460,37,24,9477339.070998505
460,37,30,22763616.785028636
460,37,42,24819138.807569716
460,37,48,24826077.026824277
460,37,54,24838468.580102313
460,37,68,24819785.52050909
460,38,0,150.0
460,38,6,2078.5468904438603
460,38,18,388597.95464434143
460,38,24,4006724.0613227766
460,38,30,12191177.47946212
460,38,42,14467739.35829701
460,38,48,14480786.350152235
460,38,54,14484185.619719887
460,38,68,14469835.72154021
460,39,0,90.0
460,39,6,1099.235642828097
460,39,18,163181.99545722362
460,39,24,1873971.1161212646
460,39,30,13230870.608667336
460,39,42,28497469.653425205
460,39,48,28699306.02215264
460,39,54,28716469.30578129
460,39,68,28713318.577181354
460,40,0,80.0
460,40,6,966.3627716169187
460,40,18,140398.11690152084
460,40,24,1603940.984710455
460,40,30,11695577.256787386
460,40,42,26760573.2959658
460,40,48,26979528.332179468
460,40,54,26998132.104744818
460,40,68,26994083.755927175
460,41,0,90.0
460,41,6,1577.7975006946788
460,41,18,474351.5988997609
460,41,24,6108990.994681414
460,41,30,18895227.04126009
460,41,42,21611498.18251002
460,41,48,21623279.84706086
460,41,54,21624360.835547116
460,41,68,21612360.448354878
460,42,0,150.0
460,42,6,2459.8920156610848
460,42,18,647052.3363797661
460,42,24,7918424.1651432365
460,42,30,25066257.147319026
460,42,42,29146851.07236085
460,42,48,29162274.140809048
460,42,54,29171199.958847336
460,42,68,29155673.791257773
460,43,0,110.0
460,43,6,1958.3593204620615
460,43,18,604039.8156464692
460,43,24,7408614.02825428
460,43,30,20107756.034700595
460,43,42,22382971.310825318
460,43,48,22389729.061773587
460,43,54,22398901.19200676
460,43,68,22386831.791639145
460,44,0,80.0
460,44,6,1386.9714878918512
460,44,18,407794.91089934
460,44,24,5205772.039543048
460,44,30,16151335.129444338
460,44,42,18517849.4056639
460,44,48,18528284.80892799
460,44,54,18526553.054418143
460,44,68,18522873.312126562
460,45,0,80.0
460,45,6,943.0377721907016
460,45,18,130484.1375598212
460,45,24,1456356.8997797589
460,45,30,10537370.227863044
460,45,42,24679744.224695433
460,45,48,24900783.198743034
460,45,54,24920372.53811891
460,45,68,24916106.764871486
460,46,0,90.0
460,46,6,1069.7839347346126
460,46,18,150254.89088026737
460,46,24,1662574.7893710185
460,46,30,10828131.351472806
460,46,42,21743652.76564459
460,46,48,21885082.082947914
460,46,54,21898023.17545285
460,46,68,21898248.826662954
460,47,0,110.0
460,47,6,1162.9341787498965
460,47,18,129527.81134764393
460,47,24,1313480.3645188282
460,47,30,9715253.91138576
460,47,42,28632502.732364673
460,47,48,29091434.66250447
460,47,54,29139367.529048048
460,47,68,29137600.405494865
460,48,0,90.0
460,48,6,1456.3068734830217
460,48,18,372987.74646695575
460,48,24,4525517.4457189515
460,48,30,14454081.147318697
460,48,42,16880460.462820243
460,48,48,16889740.639084775
460,48,54,16890941.384947103
460,48,68,16890545.78817312
460,49,0,110.0
460,49,6,1657.980562179746
460,49,18,367844.1973559585
460,49,24,4160180.051710067
460,49,30,13143226.024174836
460,49,42,15501574.412132524
460,49,48,15512550.779084982
460,49,54,15513207.798702227
460,49,68,15511050.556336783
550,0,0,7350.0
550,0,6,19849.271753341523
550,0,18,143705.82893361492
550,0,24,381591.20666865073
550,0,30,984280.2998758043
550,0,42,4934327.629177744
550,0,48,8220599.124141303
550,0,54,10915422.877719617
550,0,68,13203335.095040197
550,1,0,7290.0
550,1,6,19921.92837279506
550,1,18,147538.10982786928
550,1,24,395449.1682554911
550,1,30,1025201.6797365311
550,1,42,4996325.057935996
550,1,48,8029659.603246296
550,1,54,10327211.814789785
550,1,68,12133408.494389009
550,2,0,6720.0
550,2,6,18560.67331668514
550,2,18,140511.87880359316
550,2,24,381199.63727651746
550,2,30,1002319.1958140654
550,2,42,5072441.109156568
550,2,48,8299877.34697861
550,2,54,10790100.180517495
550,2,68,12751728.14960102
550,3,0,7290.0
550,3,6,19828.310065836293
550,3,18,145665.44836512528
550,3,24,389814.53098638944
550,3,30,1014200.6052101308
550,3,42,5188521.862036245
550,3,48,8719704.614278138
550,3,54,11635371.934516149
550,3,68,14103777.934978459
550,4,0,6910.0
550,4,6,18900.908165852692
550,4,18,140328.52737700747
550,4,24,377036.26836223947
550,4,30,982154.0794895279
550,4,42,4915886.188133045
550,4,48,8059807.558005177
550,4,54,10524647.458611127
550,4,68,12512641.741014775
550,5,0,7700.0
550,5,6,20837.82435702748
550,5,18,151501.73677080806
550,5,24,403175.85240062873
550,5,30,1042373.3065906307
550,5,42,5249557.996448231
550,5,48,8758010.352566823
550,5,54,11634904.322484389
550,5,68,14071291.07059597
550,6,0,7590.0
550,6,6,20220.428672945203
550,6,18,142503.0697345566
550,6,24,373571.9386079416
550,6,30,952815.150971549
550,6,42,4758725.7914339565
550,6,48,8032206.260043753
550,6,54,10828913.956005251
550,6,68,13328106.999417111
550,7,0,7290.0
550,7,6,20265.7163104212
550,7,18,155318.48541362112
550,7,24,423435.71276441065
550,7,30,1115780.264051155
550,7,42,5536225.41894455
550,7,48,8858308.088006562
550,7,54,11302279.380314514
550,7,68,13146467.704968296
550,8,0,6760.0
550,8,6,18186.688292029234
550,8,18,130870.68386164919
550,8,24,347376.05291114363
550,8,30,900722.1570048956
550,8,42,4781020.515587495
550,8,48,8423129.590026017
550,8,54,11755156.55053758
550,8,68,14877481.786359705
550,9,0,6910.0
550,9,6,18471.179459857496
550,9,18,131092.46326578036
550,9,24,345007.45673852495
550,9,30,884093.1304719516
550,9,42,4476759.065304727
550,9,48,7616431.036441482
550,9,54,10327304.997499835
550,9,68,12762071.305408832
550,10,0,6820.0
550,10,6,18715.662662073693
550,10,18,139819.14816307445
550,10,24,376611.9765974956
550,10,30,982246.9153460993
550,10,42,4872252.109630915
550,10,48,7902561.853585996
550,10,54,10223519.378480703
550,10,68,12054975.43054275
550,11,0,6820.0
