Strain_1, Strain_2, Replicate, Time, CFU_strain_1, CFU_strain_2
460,0092a,2,30,1077521.8058353246,5028896.594066742
460,0092a,2,42,1436995.912887607,6866791.678795362
460,0092a,2,48,1401016.7655617052,6904131.032419828
460,0092a,2,54,1362830.0045475094,6913189.500116326
460,0092a,2,68,1286345.9104344572,6925333.010698468
460,0092a,3,0,32.0,564.0
460,0092a,3,6,443.0058255559105,4970.85737201735
460,0092a,3,18,79235.81019134965,365361.9383511528
460,0092a,3,24,686645.3855244938,2236763.233554619
460,0092a,3,30,1709170.1441480378,5301137.3408345375
460,0092a,3,42,1547634.9394916971,6460199.423246393
460,0092a,3,48,1368805.962588153,6501066.925743583
460,0092a,3,54,1232142.976179572,6522189.383546235
460,0092a,3,68,1017112.4604156896,6550259.83350799
460,0092a,4,0,50.0,320.0
460,0092a,4,6,563.9455631146977,2711.4333704557475
460,0092a,4,18,69300.06267416813,189086.53678216512
460,0092a,4,24,607942.3966715361,1300057.5938881636
460,0092a,4,30,2146274.2570091495,4197650.661850993
460,0092a,4,42,2469056.0108207315,6033943.583900944
460,0092a,4,48,2187323.9377233074,6142667.0291136885
460,0092a,4,54,1930749.1058515203,6216222.202625424
460,0092a,4,68,1447291.5895020175,6346071.173624854
460,0092a,5,0,42.0,620.0
460,0092a,5,6,527.3630342654972,5024.802950895166
460,0092a,5,18,78999.23552956186,316814.3834524304
460,0092a,5,24,704575.5314129796,1973178.7076273584
460,0092a,5,30,2173968.9423427354,5538825.716193174
460,0092a,5,42,2119300.7904825513,7409805.614787005
460,0092a,5,48,1841583.6655309238,7457623.059006746
460,0092a,5,54,1631505.3939413182,7471996.778829679
460,0092a,5,68,1309326.3813062909,7487237.66913869
460,0092a,6,0,43.0,1461.0
460,0092a,6,6,505.92707335351326,11022.261021692004
460,0092a,6,18,63022.20177893978,574385.0234864606
460,0092a,6,24,425022.97224051686,2731191.4360796986
460,0092a,6,30,990053.8927504154,5398430.449107641
460,0092a,6,42,1236157.0197139492,6300004.241460381
460,0092a,6,48,1259254.1361038466,6311991.655033899
460,0092a,6,54,1278622.361992214,6310226.234900495
460,0092a,6,68,1321130.3073362813,6302571.03454586
460,0092a,7,0,26.0,460.0
460,0092a,7,6,274.7149447870238,3902.2539060576564
460,0092a,7,18,29372.753996521817,270351.41301988735
460,0092a,7,24,231319.17149645754,1760783.7337642414
460,0092a,7,30,731972.6448876433,4943009.543574575
460,0092a,7,42,1086537.8960416634,6304476.1876609195
460,0092a,7,48,1199062.004545807,6196950.272943275
460,0092a,7,54,1380574.2511201254,5992643.951594883
460,0092a,7,68,2850040.293641934,4598589.901299667
460,0092a,8,0,30.0,980.0
460,0092a,8,6,402.23591421568665,7733.668021726949
460,0092a,8,18,66751.3000469455,453918.63857926865
460,0092a,8,24,552999.4402084209,2529014.719246693
460,0092a,8,30,1376447.8967408305,5990768.897083712
460,0092a,8,42,1109656.3671117541,7460608.937319049
460,0092a,8,48,899533.4981988731,7496344.099992923
460,0092a,8,54,740448.7721221586,7506386.732027403
460,0092a,8,68,494770.5994993447,7518357.151047762
460,0092a,9,0,85.0,922.0
460,0092a,9,6,992.5579071674869,7671.763263283692
460,0092a,9,18,124254.20853939453,497741.07933369995
460,0092a,9,24,855273.5703412734,2786977.6892022043
460,0092a,9,30,1719729.8336043197,6217785.501367286
460,0092a,9,42,1137073.812962072,7533418.637084079
460,0092a,9,48,852038.2820880669,7586878.514669754
460,0092a,9,54,645374.595245434,7614239.86457582
460,0092a,9,68,348907.7471768976,7648338.234829292
460,0092a,10,0,65.0,875.0
460,0092a,10,6,772.9303799183089,7708.727573329204
460,0092a,10,18,100285.95806763628,550922.6237471931
460,0092a,10,24,702279.1572634412,2948080.932359004
460,0092a,10,30,1668531.3397956132,5807322.740722166
460,0092a,10,42,2352360.365401936,6601699.999747293
460,0092a,10,48,2537259.5026902533,6607390.768604444
460,0092a,10,54,2691543.576670806,6603230.864143458
460,0092a,10,68,2953601.837692426,6595576.485635617
460,0092a,11,0,60.0,929.0
460,0092a,11,6,675.3839841719188,8183.8365194942835
460,0092a,11,18,78896.20003086807,581941.218149851
460,0092a,11,24,542822.7956986935,3047076.579236149
460,0092a,11,30,1411170.776687641,5848160.108316572
460,0092a,11,42,2626785.199548522,6573072.541301091
460,0092a,11,48,3115933.565834343,6562663.276759377
460,0092a,11,54,3522718.5961375553,6546292.732097735
460,0092a,11,68,4120973.8600397888,6518147.138093581
460,0092a,12,0,43.0,1772.0
460,0092a,12,6,509.9542643022311,14654.86952655375
460,0092a,12,18,61640.83076807927,869022.1066022051
460,0092a,12,24,345767.6789660359,3572615.624412079
460,0092a,12,30,696481.5354304111,5707853.548298654
460,0092a,12,42,1076845.3721134197,6192853.785641242
460,0092a,12,48,1251115.2983578767,6190715.161711974
460,0092a,12,54,1428466.111010007,6182819.801351479
460,0092a,12,68,1824750.4277266352,6159257.707393654
460,0092a,13,0,42.0,632.0
460,0092a,13,6,485.3590773892679,5418.462671384832
460,0092a,13,18,60600.50334248523,378172.8734767774
460,0092a,13,24,449807.94517756044,2309037.1364164082
460,0092a,13,30,1023894.9066266166,5698084.605828811
460,0092a,13,42,678762.8455676038,7134808.565545189
460,0092a,13,48,484852.5030980529,7197162.760120868
460,0092a,13,54,345158.6354821055,7230095.447377471
460,0092a,13,68,155920.53668182358,7271414.774304994
460,0092a,14,0,38.0,1013.0
460,0092a,14,6,439.099578230998,8383.39552207382
460,0092a,14,18,54807.927851314234,537068.4377312312
460,0092a,14,24,419711.075931243,2975785.4433744224
460,0092a,14,30,1235188.0521931066,6570702.650284237
460,0092a,14,42,2293568.1386578493,7819215.612703702
460,0092a,14,48,2729380.4761840883,7820655.498075779
460,0092a,14,54,3145207.5887213293,7805549.584871809
460,0092a,14,68,3947033.1413943847,7768621.483330466
460,0092a,15,0,58.0,1258.0
460,0092a,15,6,652.6282883287174,10022.829026875028
460,0092a,15,18,75473.80097005826,583428.5381734306
460,0092a,15,24,512687.4789435429,2883479.8788974527
460,0092a,15,30,1296059.0907634767,5646517.487937378
460,0092a,15,42,2158959.312146472,6398782.265421539
460,0092a,15,48,2515220.5275984053,6339145.2496024035
460,0092a,15,54,2871877.6342113134,6265760.6402426595
460,0092a,15,68,3656723.8944748156,6095485.185836266
460,0092a,16,0,66.0,1089.0
460,0092a,16,6,899.2686818855786,9056.347015977197
460,0092a,16,18,148783.7791259109,574492.3874282541
460,0092a,16,24,1039664.5484953918,2927883.9595609275
460,0092a,16,30,1952378.6619939504,5754755.00877554
460,0092a,16,42,1435772.3033948317,6629547.24130867
460,0092a,16,48,1176104.0802003953,6649932.364504433
460,0092a,16,54,980591.8573730638,6656465.601513313
460,0092a,16,68,676671.8315638214,6665381.608156792
460,0092a,17,0,140.0,1234.0
460,0092a,17,6,1484.5853385016121,9986.057006156874
460,0092a,17,18,149855.2504982849,600868.7929143796
460,0092a,17,24,864089.7629004759,3031619.01510074
460,0092a,17,30,1504480.1877197172,6041748.418719057
460,0092a,17,42,1022301.3610037792,7041156.508008073
460,0092a,17,48,796445.8983658988,7069783.257727924
460,0092a,17,54,628449.0806370066,7081505.578000161
460,0092a,17,68,375875.3584536019,7096362.822050908
460,0092a,18,0,56.0,1482.0
460,0092a,18,6,793.1624199407477,12230.048008318292
460,0092a,18,18,135348.62561928542,738066.2793311748
460,0092a,18,24,828675.821988912,3184262.8671669466
460,0092a,18,30,1488415.3605984866,5181964.267565148
460,0092a,18,42,1574279.248132879,5664481.284518932
460,0092a,18,48,1526035.8127017242,5706443.387674824
460,0092a,18,54,1463293.7209298569,5754623.673662164
460,0092a,18,68,1254160.0505049704,5911072.971650702
460,0092a,19,0,25.0,786.0
460,0092a,19,6,314.3654510465587,6363.61725772216
460,0092a,19,18,45597.47499846274,391282.9418108031
460,0092a,19,24,342833.6340022865,2114213.012395597
460,0092a,19,30,834433.54291651,4458590.240281785
460,0092a,19,42,1050411.1270806522,5116984.263360056
460,0092a,19,48,1117428.765555246,5035497.296284393
460,0092a,19,54,1244371.3077126762,4864678.295356272
460,0092a,19,68,2737072.2465571323,3312197.0912065892
460,0092a,20,0,55.0,1410.0
460,0092a,20,6,760.5338501356991,10638.336044748481
460,0092a,20,18,128935.96112582978,555416.0460064183
460,0092a,20,24,924346.1306937872,2652804.859706492
460,0092a,20,30,1833459.6853798865,5273658.379757032
460,0092a,20,42,1401571.8930422144,6285840.328513094
460,0092a,20,48,1159928.4029428898,6346906.6308202585
460,0092a,20,54,978846.7439400419,6381675.180655031
460,0092a,20,68,699356.9047373892,6430699.676863566
460,0092a,21,0,49.0,275.0
460,0092a,21,6,566.5223104691324,2333.3765848319026
460,0092a,21,18,73497.75935609598,164419.80508680124
460,0092a,21,24,678789.6047215599,1187871.6921949596
460,0092a,21,30,2492759.9895480257,4431091.274501164
460,0092a,21,42,1691507.483477891,7341021.4381070025
460,0092a,21,48,1014483.1714461048,7597511.440139654
460,0092a,21,54,591874.3109233568,7735644.89778137
460,0092a,21,68,161253.6012608028,7873887.859063968
460,0092a,22,0,56.0,2126.0
460,0092a,22,6,652.9419625525006,16966.58763386793
460,0092a,22,18,74834.32586072414,929777.7615076522
460,0092a,22,24,390677.6880648144,3646982.553715219
460,0092a,22,30,724349.1573711266,5692129.268938186
460,0092a,22,42,1010784.0872945136,6075657.445575716
460,0092a,22,48,1157502.6505274838,6015864.886545545
460,0092a,22,54,1339196.16232519,5934449.672007663
460,0092a,22,68,1997360.7950980612,5643664.057137501
460,0092a,23,0,116.0,1819.0
460,0092a,23,6,1338.7024460444368,15121.764309758244
460,0092a,23,18,152325.45285965782,917766.0316719484
460,0092a,23,24,787765.3002144373,3915997.678427873
460,0092a,23,30,1291251.1144774214,6409046.795661407
460,0092a,23,42,1177063.9674203256,7096132.83429364
460,0092a,23,48,1053188.0519177348,7163439.410729234
460,0092a,23,54,931699.5803347484,7223513.344454642
460,0092a,23,68,672856.9978554819,7347981.597817084
460,0092a,24,0,72.0,1697.0
460,0092a,24,6,964.2335804948126,13550.004552597573
460,0092a,24,18,148807.31156414482,767147.3123134958
460,0092a,24,24,916587.6918989877,3365615.6869508624
460,0092a,24,30,1655516.5713137104,5830495.4221605705
460,0092a,24,42,1527433.531268551,6504924.922656756
460,0092a,24,48,1404276.1615648314,6519394.129869331
460,0092a,24,54,1304834.4790184465,6524529.071334424
460,0092a,24,68,1137920.6624101226,6529773.674032721
460,0092a,25,0,93.0,1911.0
460,0092a,25,6,1167.7656470026982,14748.53610698703
460,0092a,25,18,155873.3841434804,775103.2035190882
460,0092a,25,24,864842.342092329,3219352.0135393282
460,0092a,25,30,1457629.1605201107,5385978.575047202
460,0092a,25,42,1227915.7947624382,6115149.696929691
460,0092a,25,48,1035670.3508509502,6216882.063513917
460,0092a,25,54,858439.75633182,6304552.542613325
460,0092a,25,68,524209.560082932,6472051.088409307
460,0092a,26,0,46.0,1657.0
460,0092a,26,6,716.4385615279352,13548.741032200574
460,0092a,26,18,144362.71895004893,790840.9259862467
460,0092a,26,24,891655.6703824939,3297724.318910743
460,0092a,26,30,1489655.5258685604,5350804.1342925
460,0092a,26,42,1268574.753997975,5893720.417511686
460,0092a,26,48,1115657.057025757,5926487.9582397975
460,0092a,26,54,984681.3920745178,5949023.52214019
460,0092a,26,68,747149.8489345163,5987646.873854925
460,0092a,27,0,52.0,1454.0
460,0092a,27,6,600.5360797513464,11227.128472501414
460,0092a,27,18,72998.25141256758,611620.1550788903
460,0092a,27,24,512386.7064787657,2931766.696148167
460,0092a,27,30,1386772.2963151948,5737667.92220224
460,0092a,27,42,2603459.250976366,6626517.898507365
460,0092a,27,48,3129478.7330766395,6619831.351873175
460,0092a,27,54,3624416.7328800485,6599633.127433455
460,0092a,27,68,4542709.512791321,6557512.398320838
460,0092a,28,0,53.0,1548.0
460,0092a,28,6,802.5122629754908,13628.249019465515
460,0092a,28,18,153872.1690771117,915216.6662582983
460,0092a,28,24,922147.5264517791,3866766.450199832
460,0092a,28,30,1555792.4182916852,6077044.762668059
460,0092a,28,42,1549606.471784425,6555026.231934559
460,0092a,28,48,1488963.8587102005,6565850.588774102
460,0092a,28,54,1435600.4727919356,6569933.853657949
460,0092a,28,68,1337723.4563722466,6577775.1111795455
460,0092a,29,0,60.0,1521.0
460,0092a,29,6,817.083476441432,12899.104147716249
460,0092a,29,18,129507.11440177396,825164.5485009868
460,0092a,29,24,759747.303712053,3753883.368044249
460,0092a,29,30,1188099.8374151988,6442776.9042672925
460,0092a,29,42,808924.0246480755,7156355.521037195
460,0092a,29,48,637894.3723094175,7184549.909996517
460,0092a,29,54,506671.6043891454,7201220.984202926
460,0092a,29,68,302637.70330983563,7221830.3765857
460,0092a,30,0,43.0,893.0
460,0092a,30,6,496.73312596841544,7470.065150233018
460,0092a,30,18,60570.5269777951,487913.41040097194
460,0092a,30,24,404769.2029651932,2695897.2711205995
460,0092a,30,30,788253.9058508698,5859902.893665247
460,0092a,30,42,502622.0444158204,6957163.75754369
460,0092a,30,48,367049.7216041933,6978392.623513874
460,0092a,30,54,269433.91812875995,6982891.099030054
460,0092a,30,68,133517.46136625845,6987605.900375653
460,0092a,31,0,44.0,940.0
460,0092a,31,6,621.668042189724,7618.604910132284
460,0092a,31,18,111441.55450207573,465356.1705204132
460,0092a,31,24,840687.6407705015,2416913.9810398417
460,0092a,31,30,1736045.3033297104,4885270.113482687
460,0092a,31,42,1210185.8094999527,6168864.140703873
460,0092a,31,48,795304.6552664558,6530848.330392104
460,0092a,31,54,468404.16508104675,6840953.848762887
460,0092a,31,68,100753.33340102181,7229721.253580854
460,0092a,32,0,144.0,690.0
460,0092a,32,6,1681.6183810643083,5500.334837705044
460,0092a,32,18,212522.60254255048,330285.47096385236
460,0092a,32,24,1546488.9817918562,1840886.1600553968
460,0092a,32,30,3548292.697002357,4245633.554507964
460,0092a,32,42,2746702.3438961282,5646772.256952485
460,0092a,32,48,1996624.018208216,5958239.391054871
460,0092a,32,54,1369745.4070183714,6219595.403667654
460,0092a,32,68,479363.9188983734,6614411.320001862
460,0092a,33,0,106.0,2159.0
460,0092a,33,6,1215.6562352951964,16249.036363824252
460,0092a,33,18,136536.4328533544,815658.8912733549
460,0092a,33,24,730971.5634376942,3431706.4205150306
460,0092a,33,30,1223827.3395471943,5954184.304009323
460,0092a,33,42,955643.8025659617,6755394.628045101
460,0092a,33,48,784887.257095251,6801242.588714778
460,0092a,33,54,642839.397639998,6830631.17188518
460,0092a,33,68,402242.21445294365,6876807.242477615
460,0092a,34,0,102.0,1426.0
460,0092a,34,6,1229.6355729175339,11538.537332431108
460,0092a,34,18,156925.7064783282,686459.9857030024
460,0092a,34,24,925605.0490565787,3306469.2211717097
460,0092a,34,30,1501205.3067764835,6244377.215374773
460,0092a,34,42,906132.9964303334,7148306.134009147
460,0092a,34,48,670027.6856586871,7171872.11907586
460,0092a,34,54,501963.13158851257,7181188.752060195
460,0092a,34,68,265415.329831629,7190196.185008136
460,0092a,35,0,41.0,1758.0
460,0092a,35,6,486.4028952412275,14952.720928811015
460,0092a,35,18,59780.48075940357,942718.2622433892
460,0092a,35,24,354635.7713325781,3985330.8810908725
460,0092a,35,30,796603.9641412882,6366996.05021828
460,0092a,35,42,1617384.8464821433,6746858.761055892
460,0092a,35,48,2146449.405711055,6633996.9921073755
460,0092a,35,54,2772970.900477225,6491307.534896411
460,0092a,35,68,4477311.001993795,6076336.586143076
460,0092a,36,0,185.0,2002.0
460,0092a,36,6,1835.1015991102058,17613.42311701701
460,0092a,36,18,148654.5302311275,1137878.2248294035
460,0092a,36,24,588908.3994169916,4271402.445283649
460,0092a,36,30,838098.5520137742,6204752.16232003
460,0092a,36,42,812653.2675764863,6587218.644828813
460,0092a,36,48,777675.0861286572,6595920.0618192265
460,0092a,36,54,744673.4966031761,6600161.2165989
460,0092a,36,68,675876.6485960922,6606558.20628731
460,0092a,37,0,70.0,2361.0
460,0092a,37,6,936.4882442975993,19605.857768319805
460,0092a,37,18,132344.4061026381,1120140.417780348
460,0092a,37,24,616590.1183559168,3970421.9125196077
460,0092a,37,30,941631.288684617,5658542.9910607515
460,0092a,37,42,991178.5346123033,5993726.102332639
460,0092a,37,48,981918.8465518507,6004370.89794334
460,0092a,37,54,970703.2141050604,6013250.071510487
460,0092a,37,68,937114.5691621187,6032789.595772888
460,0092a,38,0,163.0,1175.0
460,0092a,38,6,1728.543093169766,9232.038819294574
460,0092a,38,18,175853.5039124898,522773.6234736891
460,0092a,38,24,1073951.6688913025,2551649.395071511
460,0092a,38,30,2263142.7758723833,4971114.117463665
460,0092a,38,42,2540087.627113305,5755480.321222526
460,0092a,38,48,2484521.948057228,5785037.163219828
460,0092a,38,54,2423584.7378127854,5804435.037073716
460,0092a,38,68,2279989.184426209,5847089.774010221
460,0092a,39,0,62.0,1914.0
460,0092a,39,6,844.0772801791153,15305.79728056842
460,0092a,39,18,133555.76082232717,871484.7930855013
460,0092a,39,24,804428.2202262168,3861698.6463508504
460,0092a,39,30,1328973.7795236197,6747659.720558412
460,0092a,39,42,953063.0456704667,7567632.524378404
460,0092a,39,48,769343.7054842715,7593557.932314852
460,0092a,39,54,627313.888101357,7606627.9436655305
460,0092a,39,68,402021.1038948608,7621995.025632768
460,0092a,40,0,71.0,244.0
460,0092a,40,6,844.8438789334748,2016.1960223453698
460,0092a,40,18,116306.26299814253,135095.3897426229
460,0092a,40,24,1114753.1864890093,973262.248770711
460,0092a,40,30,4159981.630539584,3896739.8371162107
460,0092a,40,42,2571089.1967318,6769765.084886832
460,0092a,40,48,1652620.2427410164,6895849.681346296
460,0092a,40,54,1106182.0316111534,6941240.739333402
460,0092a,40,68,479305.63396754785,6981876.868726905
460,0092a,41,0,168.0,1391.0
460,0092a,41,6,1773.3346434808159,10889.239964392069
460,0092a,41,18,178651.34554408415,611664.5026555931
460,0092a,41,24,1086019.6274827512,2994918.8887036666
460,0092a,41,30,2247990.222771907,5935060.731665021
460,0092a,41,42,2321546.4257523874,6918444.087946483
460,0092a,41,48,2195802.9729606383,6939553.026729
460,0092a,41,54,2089030.7982516065,6946202.387190942
460,0092a,41,68,1903221.735185556,6953146.137130346
460,0092a,42,0,29.0,1105.0
460,0092a,42,6,342.7576076615016,9405.18618968943
460,0092a,42,18,43002.38394695474,624212.5474503654
460,0092a,42,24,271789.06601496995,3203783.6241539256
460,0092a,42,30,513381.0030291688,6214320.691430786
460,0092a,42,42,426094.19608475117,7086947.456142099
460,0092a,42,48,363336.2008024255,7100536.769981521
460,0092a,42,54,311328.8998184943,7103822.268473334
460,0092a,42,68,221231.18029649163,7105420.79100087
460,0092a,43,0,173.0,874.0
460,0092a,43,6,1947.1003106162725,7014.251445158154
460,0092a,43,18,227626.30735689585,424819.41989943164
460,0092a,43,24,1561419.238748339,2338443.21362034
460,0092a,43,30,3324384.9627232393,5291778.506409413
460,0092a,43,42,2509819.381916327,6817638.660572318
460,0092a,43,48,1949422.3042862737,7033061.977510252
460,0092a,43,54,1505945.4153572558,7188769.170054619
460,0092a,43,68,819510.5062191066,7426805.271568023
460,0092a,44,0,90.0,2495.0
460,0092a,44,6,892.4810942057345,19239.49902487705
460,0092a,44,18,73957.8348620103,987893.3148142927
460,0092a,44,24,334284.1070007485,3865342.190424627
460,0092a,44,30,537557.9486411135,6179280.486507722
460,0092a,44,42,518906.4381892221,6811854.31192032
460,0092a,44,48,479928.31282788067,6851420.374884495
460,0092a,44,54,439929.9978444456,6882755.952413405
460,0092a,44,68,348679.6000882847,6954130.991158397
460,0092a,45,0,61.0,927.0
460,0092a,45,6,918.0132423364112,7159.694720805972
460,0092a,45,18,190249.41268859702,404122.0930217731
460,0092a,45,24,1627494.6419780464,2260602.479583243
460,0092a,45,30,3223200.3530157083,5559760.10462008
460,0092a,45,42,1597331.7758337196,7144877.096395738
460,0092a,45,48,1134076.5776110122,7193654.785020175
460,0092a,45,54,848914.5613049737,7208919.369709876
460,0092a,45,68,488719.0784636714,7221770.822258807
460,0092a,46,0,99.0,2735.0
460,0092a,46,6,1130.4330474923877,22406.05168071857
460,0092a,46,18,119656.2521496895,1246034.9669969617
460,0092a,46,24,542023.8704589317,4448360.722504961
460,0092a,46,30,897243.160559142,6454037.361785201
460,0092a,46,42,1135993.0585838,6848039.486727576
460,0092a,46,48,1230091.2844846419,6839233.789867867
460,0092a,46,54,1327052.9142684932,6824248.106149718
460,0092a,46,68,1565717.920619231,6785844.884224022
460,0092a,47,0,47.0,1034.0
460,0092a,47,6,640.5752753566867,8406.268523323844
460,0092a,47,18,108853.3227536019,515759.02474531234
460,0092a,47,24,877493.6089489935,2709883.327648583
460,0092a,47,30,2274147.0327679794,5575533.843109343
460,0092a,47,42,3119386.350568351,6399784.430343164
460,0092a,47,48,3325039.419350608,6363943.741975431
460,0092a,47,54,3526428.1910982216,6315154.404969896
460,0092a,47,68,4001277.3523085257,6197704.641172341
460,0092a,48,0,175.0,1006.0
460,0092a,48,6,1856.3891183197184,8038.143483771495
460,0092a,48,18,192249.7389893139,477435.62871217204
460,0092a,48,24,1252388.7235001223,2524124.9082887988
460,0092a,48,30,2766655.9920423487,5422758.357069036
460,0092a,48,42,2809327.2630593353,6475214.590182703
460,0092a,48,48,2636270.209925213,6497365.362109371
460,0092a,48,54,2501635.400127238,6503210.178633617
460,0092a,48,68,2294832.6979428716,6509151.600027651
460,0092a,49,0,62.0,2532.0
460,0092a,49,6,856.3828454549051,20235.855344474978
460,0092a,49,18,133508.63326648905,1106296.7689418318
460,0092a,49,24,711481.1813938434,4259077.893170987
460,0092a,49,30,1142934.41559667,6562420.806438069
460,0092a,49,42,1071021.7590923412,7156063.116501421
460,0092a,49,48,991136.803411119,7200503.619598311
460,0092a,49,54,917582.6818474035,7235334.694590094
460,0092a,49,68,770211.6163891036,7302415.879897991
460,163,0,0,3831.0,350.0
460,163,0,6,40621.827002738195,3548.8684473511944
460,163,0,18,3803791.46591303,348879.68962835806
460,163,0,24,14748426.400928568,2601212.457815841
460,163,0,30,16935107.51745513,8392956.093952747
460,163,0,42,12018285.02963674,12192714.700028611
460,163,0,48,11355460.94087459,12324768.04400235
460,163,0,54,11103601.451023027,12359082.726393236
460,163,0,68,10963955.96735692,12375041.702102102
460,163,1,0,4154.0,482.0
460,163,1,6,44036.659235310246,4946.32787140976
460,163,1,18,4026028.843284216,484230.20528369513
460,163,1,24,14361104.535003053,3135419.2416578885
460,163,1,30,15542321.26351111,7872427.623550378
460,163,1,42,11207768.854415873,10386758.26052659
460,163,1,48,10565301.912558306,10510945.819111716
460,163,1,54,10290788.309759501,10551945.704917794
460,163,1,68,10111285.603145711,10577669.937083954
460,163,2,0,3910.0,287.0
460,163,2,6,43969.50780462823,2844.611704286964
460,163,2,18,4375601.4187139785,270143.28631565854
460,163,2,24,14848714.65572426,2111647.6348244064
460,163,2,30,16528780.157561691,7649588.720043724
460,163,2,42,13104583.056409817,11433927.761523245
460,163,2,48,12777401.062063977,11514992.973277746
460,163,2,54,12689687.26718835,11528482.268521182
460,163,2,68,12657450.166940251,11527444.298358649
460,163,3,0,4477.0,443.0
460,163,3,6,50328.58516328901,4391.667660167734
460,163,3,18,4834391.017183552,410172.53829775535
460,163,3,24,14919191.663462214,2928628.075947907
460,163,3,30,15512084.64975562,8873173.513624037
460,163,3,42,11927193.675625019,12219795.914194414
460,163,3,48,11564458.886784911,12305755.916185899
460,163,3,54,11453039.806554053,12322455.053939587
460,163,3,68,11408070.001101675,12327866.427647712
460,163,4,0,3239.0,386.0
460,163,4,6,34351.50075027649,3697.3908426647736
460,163,4,18,3296752.474471448,324383.93853488844
460,163,4,24,13942330.891523773,2292249.592103367
460,163,4,30,17249035.782468162,7192148.515324704
460,163,4,42,13006075.67517171,10566314.762429025
460,163,4,48,12411809.770164274,10692690.358816328
460,163,4,54,12196809.39364565,10724131.08675445
460,163,4,68,12089126.295826456,10738587.03947067
460,163,5,0,4405.0,327.0
460,163,5,6,46697.176149587016,3227.5540747278424
460,163,5,18,4276549.30400004,292606.9744349569
460,163,5,24,15665234.684011156,1912800.8378861889
460,163,5,30,18386463.17794786,5992797.670034669
460,163,5,42,13134139.343747362,10492960.143892432
460,163,5,48,12122944.176625568,10857367.813401666
460,163,5,54,11678616.223061152,10983060.5948218
460,163,5,68,11382169.988275614,11057213.981641857
460,163,6,0,4419.0,341.0
460,163,6,6,60987.174874199576,3321.5560351255317
460,163,6,18,6475513.354930001,299372.82382737636
460,163,6,24,12991768.4834199,2228918.070857746
460,163,6,30,13028720.185543897,7969507.328367564
460,163,6,42,11669112.404937953,11983285.182594035
460,163,6,48,11586980.442992326,12061400.571303692
460,163,6,54,11572544.250916496,12072676.306046035
460,163,6,68,11563206.55098991,12067493.729984216
460,163,7,0,4599.0,403.0
460,163,7,6,54293.77420936475,4079.5587274389627
460,163,7,18,5444098.917463983,385713.21420559275
460,163,7,24,15230596.261745201,2533472.726865922
460,163,7,30,15838901.572590495,7481189.914116214
460,163,7,42,12806681.78399491,11009868.80754824
460,163,7,48,12478626.822875192,11150765.292337375
460,163,7,54,12379881.736209232,11182737.032251135
460,163,7,68,12341893.691652678,11193511.925251605
460,163,8,0,3589.0,496.0
460,163,8,6,35644.2143860171,5090.798940010679
460,163,8,18,3066456.8556398787,508440.4010926132
460,163,8,24,13274762.767189141,3535127.180008477
460,163,8,30,15519904.8419496,8880427.259245954
460,163,8,42,10090952.05595577,11016832.406516718
460,163,8,48,9161124.920745224,11087501.514769768
460,163,8,54,8693042.612256074,11113694.730685445
460,163,8,68,8276964.507666338,11132468.640786551
460,163,9,0,4921.0,363.0
460,163,9,6,55311.80306211626,3679.739163972755
460,163,9,18,5223139.6448265975,349858.60428785667
460,163,9,24,15767895.31780751,2328989.430863404
460,163,9,30,17598235.33964962,7178551.795365607
460,163,9,42,15177019.049205652,11084808.570750456
460,163,9,48,14905130.366063597,11247582.852002969
460,163,9,54,14829224.141235534,11282112.681091053
460,163,9,68,14803389.310945237,11292611.723445775
460,163,10,0,3941.0,426.0
460,163,10,6,54415.52373053672,4373.105855419171
460,163,10,18,6075549.546418027,435815.29566887056
460,163,10,24,12939165.265439356,3146092.0423339717
460,163,10,30,13533049.8767536,8718712.714331433
460,163,10,42,13110750.463594748,11002480.341359356
460,163,10,48,13093587.647426631,11031867.740239555
460,163,10,54,13092369.310462954,11035975.944878023
460,163,10,68,13087411.46833405,11032453.062128788
460,163,11,0,4907.0,254.0
460,163,11,6,67695.55869181355,2572.353691106233
460,163,11,18,6858415.277297109,253320.50347773463
460,163,11,24,13152000.235422067,2045081.1380927702
460,163,11,30,13157567.427229248,7921720.944997583
460,163,11,42,11842274.980079414,12053007.872146223
460,163,11,48,11769394.969799748,12120487.443936376
460,163,11,54,11757395.18541019,12129642.19286153
460,163,11,68,11752460.473667009,12127480.899280077
460,163,12,0,4465.0,472.0
460,163,12,6,47330.28952428166,4733.12328026941
460,163,12,18,4303211.683878864,452828.7991758767
460,163,12,24,15197969.000687957,3242009.3415349666
460,163,12,30,16337627.784384755,9515216.237493495
460,163,12,42,11607488.169642149,12905553.335030032
460,163,12,48,11011806.427017609,13007653.302156104
460,163,12,54,10785622.035516106,13032822.617002465
460,163,12,68,10660868.814587152,13045823.057462411
460,163,13,0,3961.0,370.0
460,163,13,6,54690.023886705705,3670.1374921445004
460,163,13,18,6097494.2807971975,342660.37548453046
460,163,13,24,12989979.772495044,2548424.371706196
460,163,13,30,13569326.276829042,8684334.054251581
460,163,13,42,12899811.17962815,12544073.68758792
460,163,13,48,12864772.9574321,12612151.329947772
460,163,13,54,12859885.364756156,12621250.690073978
460,163,13,68,12853028.990163092,12616391.631000469
460,163,14,0,4568.0,305.0
460,163,14,6,53928.08359457707,3022.3543317725766
460,163,14,18,5418370.31833699,278405.67540629377
