Population,F.sanfranciscensis,L.brevis,L.plantarum,C.paralimentarius,A.malorum,S.cerevisiae,W.anomalus,K.humilis,K.servazzii
M49,0.0,5155482.522680421,20185932.241249576,3561795.2712128405,1.1930048555003296e-06,1792853.3657233089,6123155.095820304,34264.06068170112,3.845316857441004e-19
M50,0.0,4399912.316789159,15775444.020541344,6058425.002505605,3.6676821454705753e-07,2450047.5875035296,106807.68819910334,977061.9323511352,2.4370793746241387e-20
M51,0.0,2703467.8307820987,22000596.689075835,5588698.4283225695,2.584947397721288e-07,2121628.2064314266,5491311.889413947,3075.470901130468,3.230569989517397e-23
M52,0.0,5094124.755072087,20565687.117365945,4837191.807508605,1.636530219480981e-06,1740038.4548694512,6620382.616698648,191529.81729522263,2.347687050979025e-10
M53,0.0,1834305.206648517,22745452.074131597,3384858.7158898027,4.1063335898059397e-07,1879567.6876037766,6710009.913079773,127110.22507442338,4.138557719739945e-23
M54,0.0,4524019.439448932,14718724.770129055,81523.62588268498,1.393849467283753e-07,11033.373018490764,7817506.2432729965,2212472.04318164,9.48920591005339e-07
M55,0.0,5259456.90316981,19229421.13538623,4411638.421991582,4.106887926236214e-07,1565428.9241078408,8540624.278550714,4.720569824193845,5.656795253471579e-29
M56,0.0,4812310.894510724,20660274.11470978,1299947.604404977,1.2095748413770253e-06,26768.357588990057,5932418.238663115,1832339.7402876178,1.509427447682699e-21
M57,0.0,3359229.005438312,27088386.617279716,2243520.401186062,4.7153262995431946e-07,2325074.6969145453,3673157.1835393184,371378.8652175139,1.4232931354283888e-18
M58,0.0,3737384.0160354115,23302204.778803717,3771033.8401258127,2.776041386332637e-07,2321329.343650235,5098127.6003541965,0.001581333062828674,1.2104980813737389e-26
M59,0.0,4122249.407611438,21538339.704807736,5233857.992579836,8.656937711639985e-07,1825664.1948562483,5298737.456276378,120102.75372875633,2.4337990963767094e-27
M60,0.0,1908242.5767108824,21896822.399800163,8525524.955552276,4.093324849343661e-08,2731883.4928289107,0.00017065110154451408,0.7330211319633189,1.8188327568156587e-19
M61,0.0,1688234.9705299959,18670358.281093292,8095296.493736737,1.4655101929007737e-06,2617383.218940903,0.00043317707489503004,942165.6330769359,1.1561182746826268e-18
M62,0.0,5180448.874800193,12639074.697922632,10885765.288861258,3.219958281506385e-13,2068986.403470313,1.9056946900387817,10.686833344416996,4.564361799531941e-15
M63,0.0,3907798.3135361183,18764394.584587052,8484392.783961497,8.765354378552219e-09,1816757.2776684852,794658.2890455913,2178.743824072112,3.023316422916218e-20
M64,0.0,3965366.5618963777,13285569.951113805,6910032.33569436,1.0134544981539754e-06,2946453.8114526994,5920031.9138572235,1.8296306249798352e-07,5.293061712308096e-22
M65,0.0,0.00014355141527188313,22399536.98514926,4096863.9686925565,25210.12308041288,1980089.9695660141,7361654.4322837135,155.10589951868968,6.554089558305032e-07
M66,0.0,5031150.000782165,13097736.288006956,10023128.19915451,9.411989155312842e-07,3007203.7029762305,28518.526484484944,129.7880494525699,7.174096886831325e-20
M67,0.0,4303205.48241417,20906922.987174105,819012.629514804,1.5115627411417572e-06,2376750.01260766,6141787.751343045,0.18006596480180417,1.803440268929081e-24
M68,0.0,4851561.041751755,18208233.444266375,9222021.483846908,1.0447413693046832e-06,2727739.8350563794,2.5844458343509776e-06,380754.04719161114,3.1201991472443937e-25
M69,0.0,4291975.715542677,21603351.09040727,5008794.88664206,3.001121623764648e-07,2074114.4303683448,5595621.923486958,1.89045168339696,7.318585578587563e-29
M70,0.0,5741464.0945244245,18035918.42365924,175402.13972058293,1.2433520852385607e-06,1696.412500893036,8152504.961500781,1903633.9697334222,1.203044520806345e-21
M71,0.0,2742820.4622392645,18933422.10582321,7755746.996748298,1.0182690494953007e-06,2767086.875204977,1626226.1389441157,0.023566225322798232,2.0534720885424703e-22
M72,0.0,4844117.534810151,21109875.402117394,26630.20502455641,3.125574784136242e-07,27.76856618805541,6182448.778833976,2725560.0530805634,2.951974959918564e-09
M73,0.0,3831572.6688238713,16442642.483355518,7806520.338396086,1.605143748340535e-06,1769801.4320378287,2335648.5165775428,25307.328148136527,4.4966105636486196e-13
M74,0.0,4089592.7138985186,14543693.01994377,7548533.712754584,4.992303408766431e-07,2164927.668418697,4633919.416054222,9.410597974981813e-06,5.091665710746959e-14
M75,0.0,3448673.7531001866,20875664.995456785,8001971.775175105,1.2186947258516567e-18,2666342.642229187,0.014446010951086215,68747.28620716877,7.056074791326892e-11
M76,0.0,4235192.77472936,17802314.39665873,486991.02198123303,1.035757668210727e-06,325048.51034847024,6838308.353250153,1986622.5242527793,1.2921301882301774e-20
M77,0.0,3213366.7161967913,18008679.082249094,8253604.324848278,1.9110520936062642e-06,1790591.595592491,60680.88187418789,1648961.807878733,4.656841450418202e-20
M78,0.0,4359542.282412362,19697769.48660684,4222535.271890369,1.2341004836734278e-13,2053913.819454501,5746928.552635908,36.121771687624715,1.6806655552327292e-09
M79,0.0,4836672.72567554,21421837.936002716,48.18786868632904,7.63065270297151e-07,9.179938637717508e-11,8720819.998616453,1952483.1238052165,3.4729059035702196e-09
M80,0.0,3973174.925577428,25672711.164754022,4110108.2024273085,4.821098937019841e-07,2245928.8901744313,5983964.518156285,153708.20093447313,5.933703634293194e-36
M81,0.0,3849967.5192542537,23115938.979102384,5386431.926260642,2.1879724945472315e-13,1984706.9150540538,4774980.198787706,0.028109834296672666,1.9269867372607637e-06
M82,0.0,2936183.765229302,17419834.03619866,11621044.43423404,1.700241010258582e-13,2814363.9755782033,12.960085358696453,0.016644917747580132,1.1298344770809958e-11
M83,0.0,5933743.896117071,26155418.337136883,2100287.279805378,7.837233359216781e-07,2386557.8216810757,5562687.444193473,7.342356906954478e-06,2.6667485211151333e-35
M84,0.0,5321506.429605571,15969164.71420275,4029987.7697475483,3.2036460238084704e-07,1119083.154398153,8167041.243986688,86142.02581643511,3.1951533258549858e-21
M85,0.0,3110123.1735802274,22240195.12262731,6516980.128703735,2.2046080093570195e-06,2053689.8722744044,4719863.078619369,168701.03901626563,1.3048269124298685e-19
M86,0.0,4916911.388409639,22683220.951844536,248140.98293491788,3.3509509995771716e-07,480109.2397463341,9026042.881262148,704351.4109332981,2.362842757732155e-10
M87,0.0,5765779.806427358,23366396.126865994,1350471.2724707748,2.0371176208348182e-06,2176125.5590135935,5765421.055453118,163281.2837893584,1.883836883277313e-33
M88,0.0,4210907.319917236,20419676.034351587,4907298.908674472,2.1145354027604426e-07,2635073.4512344245,4412494.136459469,0.12670167225224122,1.1697824915229528e-14
M89,0.0,3971873.648832738,21051090.859573323,1855.0655840681325,1.5518337218867978e-14,1276984.1040088516,7008113.226384277,1116460.9283214784,8.803292143789864e-07
M90,0.0,5762948.129706229,21206985.98357263,435519.7397894089,5.662195973836762e-19,912664.7646041501,6029535.375096089,1678111.5839170606,8.039805954616889e-07
M91,0.0,4859037.2380485,20875351.111379042,3444407.1744930064,8.825900594645062e-07,1378353.6092773383,7316645.659383066,19147.980982796304,3.4695998316839327e-28
M92,0.0,2609408.8087091097,24125918.22087567,3012080.5757219424,6.447002411769545e-13,577783.5752084061,4000024.162084009,2119123.7434655563,3.164985388151833e-07
M93,0.0,5732800.2267712485,23632790.383114833,72723.8871155269,5.8943416664287624e-12,2298924.352291425,7210292.117969627,0.001890414171120349,3.8547021225157545e-07
M94,0.0,3108177.4744428815,23554613.03487194,51870.32897774562,1.2064503169428065e-09,1307256.8062524796,5208444.840725659,1610968.692575213,6.022852084061919e-07
M95,0.0,4949695.639437239,19647564.491275486,2360567.6478152913,3.3934538767681477e-07,581257.2804787518,4997981.349819299,1750858.3630813195,1.2235750459807528e-19
M96,0.0,3756852.9781486173,20998498.910565656,8331527.318403493,3.103960613908148e-07,2531623.813593999,352014.4971751275,1.5914293992245654,5.490237423099622e-21
M97,0.0,3364081.2281816434,17885374.46718176,7212413.592247793,4.456226164032848e-07,2554438.959914134,1469219.7277803144,0.4874948226995798,4.075299088998118e-13
M98,0.0,3474459.8004678674,13204317.16562904,7508262.06907929,2.8164474855246674e-10,2628615.5541728535,0.012878102573826506,590847.6061618449,8.063535402952107e-17
M99,0.0,2101024.697023767,12832266.890647143,8702417.242082924,1.9737236048535744e-19,2622637.0069639324,0.0007801334410296141,28333.07015087967,3.025162807891744e-14
